Game Turn, Initiator, Recipient, Action, Details, Mayhem, Visibility
211, 2, 6, Deal Closed, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_NITER for 30 turns from 2 to 6; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 0 GreatWork for 0 turns from 2 to 6; 42 Gold for 30 turns from 2 to 6; , 2427.5, 1
211, 6, 2, Deal Rejected, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_NITER for 30 turns from 2 to 6; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 0 GreatWork for 0 turns from 2 to 6; 42 Gold for 30 turns from 2 to 6; , 2427.5, 1
211, 6, 4, Promise Refused, , 2431.5, 1
211, 4, 6, Denounced, , 2431.5, 2
212, 0, 22, Gave Influence, , 2437.5, 0
212, 0, 22, Gave Influence, , 2437.5, 0
212, 2, 0, Denounced, , 2437.5, 1
212, 4, 2, Deal Proposed, 1 RESOURCE_WHALES for 30 turns from 2 to 4; 1 RESOURCE_IVORY for 30 turns from 2 to 4; 0 Open Borders for 30 turns from 2 to 4; 1 RESOURCE_NITER for 30 turns from 4 to 2; 8 Gold for 0 turns from 4 to 2; 1 Gold for 30 turns from 4 to 2; , 2441.5, 3
212, 4, 2, Deal Closed, 1 RESOURCE_WHALES for 30 turns from 2 to 4; 1 RESOURCE_IVORY for 30 turns from 2 to 4; 0 Open Borders for 30 turns from 2 to 4; 1 RESOURCE_NITER for 30 turns from 4 to 2; 8 Gold for 0 turns from 4 to 2; 1 Gold for 30 turns from 4 to 2; , 2441.5, 3
212, 2, 4, Deal Rejected, 1 RESOURCE_WHALES for 30 turns from 2 to 4; 1 RESOURCE_IVORY for 30 turns from 2 to 4; 0 Open Borders for 30 turns from 2 to 4; 1 RESOURCE_NITER for 30 turns from 4 to 2; 8 Gold for 0 turns from 4 to 2; 1 Gold for 30 turns from 4 to 2; , 2441.5, 2
212, 5, 6, Deal Proposed, 0 GreatWork for 0 turns from 6 to 5; 1 RESOURCE_DIAMONDS for 30 turns from 5 to 6; 8 Gold for 0 turns from 5 to 6; 5 Gold for 30 turns from 5 to 6; , 2443.0, 2
212, 5, 6, Deal Closed, 0 GreatWork for 0 turns from 6 to 5; 1 RESOURCE_DIAMONDS for 30 turns from 5 to 6; 8 Gold for 0 turns from 5 to 6; 5 Gold for 30 turns from 5 to 6; , 2443.0, 2
212, 6, 5, Deal Rejected, 0 GreatWork for 0 turns from 6 to 5; 1 RESOURCE_DIAMONDS for 30 turns from 5 to 6; 8 Gold for 0 turns from 5 to 6; 5 Gold for 30 turns from 5 to 6; , 2443.0, 1
212, 5, 1, Deal Proposed, 0 GreatWork for 0 turns from 1 to 5; 0 GreatWork for 0 turns from 1 to 5; 1 RESOURCE_COSMETICS for 30 turns from 5 to 1; 1 RESOURCE_WHALES for 30 turns from 5 to 1; 0 Joint War for 30 turns from 5 to 1; 2 Gold for 0 turns from 5 to 1; 6 Gold for 30 turns from 5 to 1; 0 Joint War for 30 turns from 1 to 5; , 2443.0, 3
212, 5, 1, Deal Closed, 0 GreatWork for 0 turns from 1 to 5; 0 GreatWork for 0 turns from 1 to 5; 1 RESOURCE_COSMETICS for 30 turns from 5 to 1; 1 RESOURCE_WHALES for 30 turns from 5 to 1; 0 Joint War for 30 turns from 5 to 1; 2 Gold for 0 turns from 5 to 1; 6 Gold for 30 turns from 5 to 1; 0 Joint War for 30 turns from 1 to 5; , 2443.0, 3
212, 1, 5, Deal Rejected, 0 GreatWork for 0 turns from 1 to 5; 0 GreatWork for 0 turns from 1 to 5; 1 RESOURCE_COSMETICS for 30 turns from 5 to 1; 1 RESOURCE_WHALES for 30 turns from 5 to 1; 0 Joint War for 30 turns from 5 to 1; 2 Gold for 0 turns from 5 to 1; 6 Gold for 30 turns from 5 to 1; 0 Joint War for 30 turns from 1 to 5; , 2443.0, 2
212, 4, 6, Promise Refused, , 2443.0, 2
212, 6, 1, Deal Proposed, 1 RESOURCE_NITER for 30 turns from 1 to 6; 0 GreatWork for 0 turns from 1 to 6; 1 RESOURCE_PEARLS for 30 turns from 6 to 1; 1 RESOURCE_COFFEE for 30 turns from 6 to 1; 1 Gold for 30 turns from 6 to 1; , 2443.0, 1
212, 6, 1, Deal Closed, 1 RESOURCE_NITER for 30 turns from 1 to 6; 0 GreatWork for 0 turns from 1 to 6; 1 RESOURCE_PEARLS for 30 turns from 6 to 1; 1 RESOURCE_COFFEE for 30 turns from 6 to 1; 1 Gold for 30 turns from 6 to 1; , 2443.0, 1
212, 1, 6, Deal Rejected, 1 RESOURCE_NITER for 30 turns from 1 to 6; 0 GreatWork for 0 turns from 1 to 6; 1 RESOURCE_PEARLS for 30 turns from 6 to 1; 1 RESOURCE_COFFEE for 30 turns from 6 to 1; 1 Gold for 30 turns from 6 to 1; , 2443.0, 1
212, 7, 0, Deal Proposed, 1 RESOURCE_COAL for 30 turns from 0 to 7; 1 RESOURCE_GYPSUM for 30 turns from 7 to 0; 0 Defensive Pact for 30 turns from 7 to 0; 2 Gold for 30 turns from 7 to 0; 0 Defensive Pact for 30 turns from 0 to 7; , 2443.0, 3
212, 7, 1, Deal Proposed, 0 GreatWork for 0 turns from 1 to 7; 0 GreatWork for 0 turns from 1 to 7; 0 Open Borders for 30 turns from 1 to 7; 0 Joint War for 30 turns from 7 to 1; 12 Gold for 0 turns from 7 to 1; 9 Gold for 30 turns from 7 to 1; 0 Joint War for 30 turns from 1 to 7; , 2443.0, 2
212, 7, 1, Deal Closed, 0 GreatWork for 0 turns from 1 to 7; 0 GreatWork for 0 turns from 1 to 7; 0 Open Borders for 30 turns from 1 to 7; 0 Joint War for 30 turns from 7 to 1; 12 Gold for 0 turns from 7 to 1; 9 Gold for 30 turns from 7 to 1; 0 Joint War for 30 turns from 1 to 7; , 2443.0, 2
212, 1, 7, Deal Rejected, 0 GreatWork for 0 turns from 1 to 7; 0 GreatWork for 0 turns from 1 to 7; 0 Open Borders for 30 turns from 1 to 7; 0 Joint War for 30 turns from 7 to 1; 12 Gold for 0 turns from 7 to 1; 9 Gold for 30 turns from 7 to 1; 0 Joint War for 30 turns from 1 to 7; , 2443.0, 2
213, 0, 5, Alliance Ends, , 2447.0, 4
213, 0, 5, Friendship Ends, , 2447.0, 4
213, 4, 6, Deal Proposed, 1 RESOURCE_PEARLS for 30 turns from 6 to 4; 0 Captive for 0 turns from 6 to 4; 0 GreatWork for 0 turns from 4 to 6; 13 Gold for 0 turns from 4 to 6; 1 Gold for 30 turns from 4 to 6; , 2447.0, 2
213, 6, 4, Deal Accepted, 1 RESOURCE_PEARLS for 30 turns from 6 to 4; 0 Captive for 0 turns from 6 to 4; 0 GreatWork for 0 turns from 4 to 6; 13 Gold for 0 turns from 4 to 6; 1 Gold for 30 turns from 4 to 6; , 2447.0, 1
214, 5, 0, Promise Refused, Spy, 2450.5, 4
214, 0, 5, Declared Friends, , 2450.5, 3
214, 5, 0, Declared Friends, , 2450.5, 4
214, 0, 5, Allied, , 2450.5, 3
214, 5, 0, Allied, , 2450.5, 4
214, 7, 0, Promise Refused, Convert Cities, 2450.5, 3
214, 1, 6, Deal Proposed, 0 GreatWork for 0 turns from 6 to 1; 0 GreatWork for 0 turns from 1 to 6; 17 Gold for 0 turns from 1 to 6; 2 Gold for 30 turns from 1 to 6; , 2450.5, 1
214, 6, 1, Deal Accepted, 0 GreatWork for 0 turns from 6 to 1; 0 GreatWork for 0 turns from 1 to 6; 17 Gold for 0 turns from 1 to 6; 2 Gold for 30 turns from 1 to 6; , 2450.5, 1
214, 2, 6, Deal Proposed, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_NITER for 30 turns from 2 to 6; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 0 GreatWork for 0 turns from 2 to 6; 12 Gold for 0 turns from 2 to 6; 16 Gold for 30 turns from 2 to 6; , 2450.5, 1
214, 2, 6, Deal Closed, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_NITER for 30 turns from 2 to 6; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 0 GreatWork for 0 turns from 2 to 6; 12 Gold for 0 turns from 2 to 6; 16 Gold for 30 turns from 2 to 6; , 2450.5, 1
214, 6, 2, Deal Rejected, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_NITER for 30 turns from 2 to 6; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 0 GreatWork for 0 turns from 2 to 6; 12 Gold for 0 turns from 2 to 6; 16 Gold for 30 turns from 2 to 6; , 2450.5, 1
214, 4, 5, Promise Refused, , 2458.0, 1
214, 7, 2, Denounced, , 2460.0, 1
215, 1, 7, Deal Proposed, 0 Unknown agreement for 30 turns from 7 to 1; 0 Open Borders for 30 turns from 7 to 1; 0 Open Borders for 30 turns from 1 to 7; 1 Gold for 0 turns from 1 to 7; 1 Gold for 30 turns from 1 to 7; 0 Unknown agreement for 30 turns from 1 to 7; , 2461.5, 2
215, 7, 1, Deal Accepted, 0 Unknown agreement for 30 turns from 7 to 1; 0 Open Borders for 30 turns from 7 to 1; 0 Open Borders for 30 turns from 1 to 7; 1 Gold for 0 turns from 1 to 7; 1 Gold for 30 turns from 1 to 7; 0 Unknown agreement for 30 turns from 1 to 7; , 2461.5, 2
215, 1, 7, Allied, , 2461.5, 2
215, 7, 1, Allied, , 2461.5, 2
215, 4, 0, Deal Proposed, 0 GreatWork for 0 turns from 0 to 4; 0 GreatWork for 0 turns from 0 to 4; 1 RESOURCE_NITER for 30 turns from 4 to 0; 1 RESOURCE_SPICES for 30 turns from 4 to 0; 0 Research Agreement for -1 turns from 4 to 0; 0 Defensive Pact for 30 turns from 4 to 0; 21 Gold for 0 turns from 4 to 0; 7 Gold for 30 turns from 4 to 0; 0 Research Agreement for -1 turns from 0 to 4; 0 Defensive Pact for 30 turns from 0 to 4; , 2470.0, 3
215, 6, 12, Gave Influence, , 2473.0, 0
215, 6, 12, Gave Influence, , 2473.0, 0
215, 7, 2, Deal Proposed, 1 RESOURCE_IVORY for 30 turns from 2 to 7; 1 RESOURCE_CITRUS for 30 turns from 2 to 7; 1 RESOURCE_GYPSUM for 30 turns from 7 to 2; 1 RESOURCE_COTTON for 30 turns from 7 to 2; 20 Gold for 0 turns from 7 to 2; 1 Gold for 30 turns from 7 to 2; , 2474.5, 1
215, 2, 7, Deal Accepted, 1 RESOURCE_IVORY for 30 turns from 2 to 7; 1 RESOURCE_CITRUS for 30 turns from 2 to 7; 1 RESOURCE_GYPSUM for 30 turns from 7 to 2; 1 RESOURCE_COTTON for 30 turns from 7 to 2; 20 Gold for 0 turns from 7 to 2; 1 Gold for 30 turns from 7 to 2; , 2474.5, 1
216, 4, 7, Alliance Ends, , 2475.5, 3
216, 4, 7, Friendship Ends, , 2475.5, 3
216, 0, 12, Gave Influence, , 2475.5, 0
216, 6, 10, Met, , 2475.5, 0
216, 10, 6, Met, , 2475.5, 1
216, 2, 0, Deal Proposed, 1 RESOURCE_COAL for 30 turns from 0 to 2; 1 RESOURCE_COTTON for 30 turns from 0 to 2; 1 RESOURCE_COCOA for 30 turns from 0 to 2; 0 GreatWork for 0 turns from 2 to 0; 8 Gold for 0 turns from 2 to 0; 2 Gold for 30 turns from 2 to 0; , 2477.5, 1
216, 4, 7, Declared Friends, , 2478.5, 3
216, 7, 4, Declared Friends, , 2478.5, 3
216, 7, 6, Embassy, , 2482.5, 1
216, 7, 10, Gave Influence, , 2482.5, 0
217, 2, 6, Deal Proposed, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 17 Gold for 0 turns from 2 to 6; 1 Gold for 30 turns from 2 to 6; , 2484.0, 1
217, 2, 6, Deal Closed, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 17 Gold for 0 turns from 2 to 6; 1 Gold for 30 turns from 2 to 6; , 2484.0, 1
217, 6, 2, Deal Rejected, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 17 Gold for 0 turns from 2 to 6; 1 Gold for 30 turns from 2 to 6; , 2484.0, 1
217, 4, 5, Deal Proposed, 1 RESOURCE_ALUMINUM for 30 turns from 5 to 4; 1 RESOURCE_SPICES for 30 turns from 4 to 5; 4 Gold for 0 turns from 4 to 5; , 2491.0, 1
217, 5, 4, Deal Accepted, 1 RESOURCE_ALUMINUM for 30 turns from 5 to 4; 1 RESOURCE_SPICES for 30 turns from 4 to 5; 4 Gold for 0 turns from 4 to 5; , 2491.0, 3
217, 4, 24, Gave Influence, , 2491.0, 0
217, 4, 24, Gave Influence, , 2491.0, 0
217, 4, 24, Gave Influence, , 2491.0, 0
217, 5, 0, Deal Proposed, 0 GreatWork for 0 turns from 0 to 5; 0 GreatWork for 0 turns from 0 to 5; 0 GreatWork for 0 turns from 0 to 5; 0 GreatWork for 0 turns from 0 to 5; 0 GreatWork for 0 turns from 5 to 0; 0 GreatWork for 0 turns from 5 to 0; 0 GreatWork for 0 turns from 5 to 0; 0 Defensive Pact for 30 turns from 5 to 0; 22 Gold for 0 turns from 5 to 0; 2 Gold for 30 turns from 5 to 0; 0 Defensive Pact for 30 turns from 0 to 5; , 2491.0, 4
218, 1, 10, Gave Influence, , 2495.0, 0
218, 1, 10, Gave Influence, , 2495.0, 0
218, 1, 10, Gave Influence, , 2495.0, 0
218, 1, 2, Deal Proposed, 0 Open Borders for 30 turns from 2 to 1; 0 Open Borders for 30 turns from 1 to 2; 6 Gold for 0 turns from 1 to 2; , 2495.0, 1
218, 2, 1, Deal Accepted, 0 Open Borders for 30 turns from 2 to 1; 0 Open Borders for 30 turns from 1 to 2; 6 Gold for 0 turns from 1 to 2; , 2495.0, 1
218, 7, 4, Deal Proposed, 1 RESOURCE_COCOA for 30 turns from 4 to 7; 0 Research Agreement for -1 turns from 7 to 4; 0 Joint War for 30 turns from 7 to 4; 18 Gold for 0 turns from 7 to 4; 1 Gold for 30 turns from 7 to 4; 0 Research Agreement for -1 turns from 4 to 7; 0 Joint War for 30 turns from 4 to 7; , 2503.0, 2
218, 7, 4, Deal Closed, 1 RESOURCE_COCOA for 30 turns from 4 to 7; 0 Research Agreement for -1 turns from 7 to 4; 0 Joint War for 30 turns from 7 to 4; 18 Gold for 0 turns from 7 to 4; 1 Gold for 30 turns from 7 to 4; 0 Research Agreement for -1 turns from 4 to 7; 0 Joint War for 30 turns from 4 to 7; , 2503.0, 2
218, 4, 7, Deal Rejected, 1 RESOURCE_COCOA for 30 turns from 4 to 7; 0 Research Agreement for -1 turns from 7 to 4; 0 Joint War for 30 turns from 7 to 4; 18 Gold for 0 turns from 7 to 4; 1 Gold for 30 turns from 7 to 4; 0 Research Agreement for -1 turns from 4 to 7; 0 Joint War for 30 turns from 4 to 7; , 2503.0, 2
219, 6, 24, Gave Influence, , 2503.0, 0
220, 2, 6, Deal Proposed, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 14 Gold for 0 turns from 2 to 6; 10 Gold for 30 turns from 2 to 6; , 2506.0, 1
220, 2, 6, Deal Closed, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 14 Gold for 0 turns from 2 to 6; 10 Gold for 30 turns from 2 to 6; , 2506.0, 1
220, 6, 2, Deal Rejected, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 14 Gold for 0 turns from 2 to 6; 10 Gold for 30 turns from 2 to 6; , 2506.0, 1
220, 2, 4, Deal Proposed, 1 RESOURCE_COCOA for 30 turns from 4 to 2; 1 RESOURCE_WHALES for 30 turns from 2 to 4; , 2506.0, 2
220, 4, 2, Deal Accepted, 1 RESOURCE_COCOA for 30 turns from 4 to 2; 1 RESOURCE_WHALES for 30 turns from 2 to 4; , 2506.0, 3
220, 4, 1, Deal Proposed, 0 GreatWork for 0 turns from 1 to 4; 0 Captive for 0 turns from 4 to 1; 10 Gold for 0 turns from 4 to 1; 2 Gold for 30 turns from 4 to 1; , 2506.0, 1
220, 4, 1, Deal Closed, 0 GreatWork for 0 turns from 1 to 4; 0 Captive for 0 turns from 4 to 1; 10 Gold for 0 turns from 4 to 1; 2 Gold for 30 turns from 4 to 1; , 2506.0, 1
220, 1, 4, Deal Rejected, 0 GreatWork for 0 turns from 1 to 4; 0 Captive for 0 turns from 4 to 1; 10 Gold for 0 turns from 4 to 1; 2 Gold for 30 turns from 4 to 1; , 2506.0, 1
220, 5, 7, Deal Proposed, 1 RESOURCE_JEANS for 30 turns from 7 to 5; 1 RESOURCE_COSMETICS for 30 turns from 5 to 7; 4 Gold for 0 turns from 5 to 7; , 2506.0, 3
220, 5, 7, Deal Closed, 1 RESOURCE_JEANS for 30 turns from 7 to 5; 1 RESOURCE_COSMETICS for 30 turns from 5 to 7; 4 Gold for 0 turns from 5 to 7; , 2506.0, 3
220, 7, 5, Deal Rejected, 1 RESOURCE_JEANS for 30 turns from 7 to 5; 1 RESOURCE_COSMETICS for 30 turns from 5 to 7; 4 Gold for 0 turns from 5 to 7; , 2506.0, 1
220, 6, 0, Deal Proposed, 1 RESOURCE_DIAMONDS for 30 turns from 0 to 6; 0 GreatWork for 0 turns from 0 to 6; 0 GreatWork for 0 turns from 0 to 6; 0 GreatWork for 0 turns from 6 to 0; 0 GreatWork for 0 turns from 6 to 0; 0 Research Agreement for -1 turns from 6 to 0; 0 Defensive Pact for 30 turns from 6 to 0; 11 Gold for 0 turns from 6 to 0; 2 Gold for 30 turns from 6 to 0; 0 Research Agreement for -1 turns from 0 to 6; 0 Defensive Pact for 30 turns from 0 to 6; , 2507.0, 3
220, 6, 4, Deal Proposed, 1 RESOURCE_OIL for 30 turns from 4 to 6; 1 RESOURCE_COFFEE for 30 turns from 6 to 4; 4 Gold for 0 turns from 6 to 4; , 2507.0, 1
220, 4, 6, Deal Accepted, 1 RESOURCE_OIL for 30 turns from 4 to 6; 1 RESOURCE_COFFEE for 30 turns from 6 to 4; 4 Gold for 0 turns from 6 to 4; , 2507.0, 2
220, 6, 5, Deal Proposed, 1 RESOURCE_COSMETICS for 30 turns from 5 to 6; 1 RESOURCE_DIAMONDS for 30 turns from 5 to 6; 0 GreatWork for 0 turns from 6 to 5; 1 Gold for 30 turns from 6 to 5; , 2507.0, 1
220, 5, 6, Deal Accepted, 1 RESOURCE_COSMETICS for 30 turns from 5 to 6; 1 RESOURCE_DIAMONDS for 30 turns from 5 to 6; 0 GreatWork for 0 turns from 6 to 5; 1 Gold for 30 turns from 6 to 5; , 2507.0, 2
220, 6, 7, Deal Proposed, 1 RESOURCE_JEANS for 30 turns from 7 to 6; 1 RESOURCE_PEARLS for 30 turns from 6 to 7; 0 Open Borders for 30 turns from 6 to 7; 6 Gold for 0 turns from 6 to 7; 1 Gold for 30 turns from 6 to 7; , 2507.0, 1
220, 7, 6, Deal Accepted, 1 RESOURCE_JEANS for 30 turns from 7 to 6; 1 RESOURCE_PEARLS for 30 turns from 6 to 7; 0 Open Borders for 30 turns from 6 to 7; 6 Gold for 0 turns from 6 to 7; 1 Gold for 30 turns from 6 to 7; , 2507.0, 2
220, 7, 5, Promise Made, Convert Cities, 2508.0, 1
221, 1, 0, Deal Proposed, 0 GreatWork for 0 turns from 0 to 1; 0 GreatWork for 0 turns from 0 to 1; 0 GreatWork for 0 turns from 0 to 1; 1 RESOURCE_HORSES for 30 turns from 1 to 0; 1 RESOURCE_COAL for 30 turns from 1 to 0; 0 GreatWork for 0 turns from 1 to 0; 0 GreatWork for 0 turns from 1 to 0; 0 Defensive Pact for 30 turns from 1 to 0; 5 Gold for 0 turns from 1 to 0; 3 Gold for 30 turns from 1 to 0; 0 Defensive Pact for 30 turns from 0 to 1; , 2511.5, 3
221, 2, 1, Deal Proposed, 0 GreatWork for 0 turns from 1 to 2; 1 RESOURCE_WHALES for 30 turns from 2 to 1; 12 Gold for 30 turns from 2 to 1; , 2511.5, 1
221, 2, 1, Deal Closed, 0 GreatWork for 0 turns from 1 to 2; 1 RESOURCE_WHALES for 30 turns from 2 to 1; 12 Gold for 30 turns from 2 to 1; , 2511.5, 1
221, 1, 2, Deal Rejected, 0 GreatWork for 0 turns from 1 to 2; 1 RESOURCE_WHALES for 30 turns from 2 to 1; 12 Gold for 30 turns from 2 to 1; , 2511.5, 1
221, 4, 0, Promise Broken, Spy, 2511.5, 3
221, 5, 4, Promise Refused, , 2511.5, 3
222, 0, 1, Alliance Ends, , 2517.5, 3
222, 0, 1, Friendship Ends, , 2517.5, 3
222, 0, 4, Alliance Ends, , 2517.5, 4
222, 0, 4, Friendship Ends, , 2517.5, 4
222, 0, 7, Alliance Ends, , 2517.5, 4
222, 0, 7, Friendship Ends, , 2517.5, 4
222, 1, 2, Denounced, , 2517.5, 1
222, 1, 5, Deal Proposed, 1 RESOURCE_WHALES for 30 turns from 5 to 1; 0 GreatWork for 0 turns from 5 to 1; 0 GreatWork for 0 turns from 5 to 1; 0 Unknown agreement for 30 turns from 5 to 1; 0 Open Borders for 30 turns from 5 to 1; 1 RESOURCE_PERFUME for 30 turns from 1 to 5; 3 Gold for 0 turns from 1 to 5; 21 Gold for 30 turns from 1 to 5; 0 Unknown agreement for 30 turns from 1 to 5; , 2518.5, 2
222, 5, 1, Deal Accepted, 1 RESOURCE_WHALES for 30 turns from 5 to 1; 0 GreatWork for 0 turns from 5 to 1; 0 GreatWork for 0 turns from 5 to 1; 0 Unknown agreement for 30 turns from 5 to 1; 0 Open Borders for 30 turns from 5 to 1; 1 RESOURCE_PERFUME for 30 turns from 1 to 5; 3 Gold for 0 turns from 1 to 5; 21 Gold for 30 turns from 1 to 5; 0 Unknown agreement for 30 turns from 1 to 5; , 2518.5, 3
222, 1, 5, Allied, , 2518.5, 2
222, 5, 1, Allied, , 2518.5, 3
222, 4, 0, Declared Friends, , 2518.5, 2
222, 0, 4, Declared Friends, , 2518.5, 3
222, 5, 4, Denounced, , 2518.5, 3
222, 7, 5, Deal Proposed, 1 RESOURCE_OIL for 30 turns from 5 to 7; 0 GreatWork for 0 turns from 5 to 7; 0 GreatWork for 0 turns from 5 to 7; 0 GreatWork for 0 turns from 5 to 7; 0 GreatWork for 0 turns from 7 to 5; 21 Gold for 0 turns from 7 to 5; 3 Gold for 30 turns from 7 to 5; , 2521.5, 1
222, 7, 5, Deal Closed, 1 RESOURCE_OIL for 30 turns from 5 to 7; 0 GreatWork for 0 turns from 5 to 7; 0 GreatWork for 0 turns from 5 to 7; 0 GreatWork for 0 turns from 5 to 7; 0 GreatWork for 0 turns from 7 to 5; 21 Gold for 0 turns from 7 to 5; 3 Gold for 30 turns from 7 to 5; , 2521.5, 1
222, 5, 7, Deal Rejected, 1 RESOURCE_OIL for 30 turns from 5 to 7; 0 GreatWork for 0 turns from 5 to 7; 0 GreatWork for 0 turns from 5 to 7; 0 GreatWork for 0 turns from 5 to 7; 0 GreatWork for 0 turns from 7 to 5; 21 Gold for 0 turns from 7 to 5; 3 Gold for 30 turns from 7 to 5; , 2521.5, 3
222, 0, 1, Declared Friends, , 2521.5, 3
222, 1, 0, Declared Friends, , 2521.5, 3
223, 0, 7, Declared Friends, , 2523.0, 4
223, 7, 0, Declared Friends, , 2523.0, 2
223, 0, 7, Allied, , 2523.0, 4
223, 7, 0, Allied, , 2523.0, 2
223, 0, 4, Allied, , 2523.0, 3
223, 4, 0, Allied, , 2523.0, 2
223, 0, 1, Allied, , 2523.0, 3
223, 1, 0, Allied, , 2523.0, 3
223, 2, 6, Deal Proposed, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 13 Gold for 0 turns from 2 to 6; 10 Gold for 30 turns from 2 to 6; , 2523.0, 1
223, 2, 6, Deal Closed, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 13 Gold for 0 turns from 2 to 6; 10 Gold for 30 turns from 2 to 6; , 2523.0, 1
223, 6, 2, Deal Rejected, 0 Peace for 20 turns from 2 to 6; 0 Peace for 20 turns from 6 to 2; 1 RESOURCE_IRON for 30 turns from 2 to 6; 1 RESOURCE_ALUMINUM for 30 turns from 2 to 6; 1 RESOURCE_CITRUS for 30 turns from 2 to 6; 13 Gold for 0 turns from 2 to 6; 10 Gold for 30 turns from 2 to 6; , 2523.0, 1
223, 5, 1, Deal Proposed, 0 GreatWork for 0 turns from 1 to 5; 0 GreatWork for 0 turns from 1 to 5; 0 GreatWork for 0 turns from 5 to 1; 0 Joint War for 30 turns from 5 to 1; 0 Defensive Pact for 30 turns from 5 to 1; 5 Gold for 0 turns from 5 to 1; 4 Gold for 30 turns from 5 to 1; 0 Joint War for 30 turns from 1 to 5; 0 Defensive Pact for 30 turns from 1 to 5; , 2536.0, 4
223, 1, 5, Deal Closed, 0 GreatWork for 0 turns from 1 to 5; 0 GreatWork for 0 turns from 1 to 5; 0 GreatWork for 0 turns from 5 to 1; 0 Joint War for 30 turns from 5 to 1; 0 Defensive Pact for 30 turns from 5 to 1; 0 Joint War for 30 turns from 1 to 5; 0 Defensive Pact for 30 turns from 1 to 5; 0 GreatWork for 0 turns from 5 to 1; 0 GreatWork for 0 turns from 5 to 1; 0 GreatWork for 0 turns from 1 to 5; 16 Gold for 0 turns from 5 to 1; 3 Gold for 30 turns from 5 to 1; , 2536.0, 3
