Turn, Event, GP Individual, GP Class, GP Era, GP Cost, Recipient Player, Timeline Index
183, Great Person Activated, GREAT_PERSON_INDIVIDUAL_VINCENT_VAN_GOGH, GREAT_PERSON_CLASS_ARTIST, Era TBD, 1
184, Great Person Activated, GREAT_PERSON_INDIVIDUAL_VINCENT_VAN_GOGH, GREAT_PERSON_CLASS_ARTIST, Era TBD, 1
184, Granted to Player, GREAT_PERSON_INDIVIDUAL_MASARU_IBUKA, GREAT_PERSON_CLASS_MERCHANT, ERA_INFORMATION, 1145, 4, 184
184, Added to Present Timeline, GREAT_PERSON_INDIVIDUAL_JAMSETJI_TATA, GREAT_PERSON_CLASS_MERCHANT, ERA_INFORMATION, 880, -1, -1
184, Great Person Activated, GREAT_PERSON_INDIVIDUAL_MASARU_IBUKA, GREAT_PERSON_CLASS_MERCHANT, Era TBD, 4
184, Granted to Player, GREAT_PERSON_INDIVIDUAL_JAMSETJI_TATA, GREAT_PERSON_CLASS_MERCHANT, ERA_INFORMATION, 880, 6, 184
184, Added to Present Timeline, GREAT_PERSON_INDIVIDUAL_ESTEE_LAUDER, GREAT_PERSON_CLASS_MERCHANT, ERA_INFORMATION, 880, -1, -1
185, Granted to Player, GREAT_PERSON_INDIVIDUAL_ESTEE_LAUDER, GREAT_PERSON_CLASS_MERCHANT, ERA_INFORMATION, 880, 1, 185
185, Great Person Activated, GREAT_PERSON_INDIVIDUAL_VINCENT_VAN_GOGH, GREAT_PERSON_CLASS_ARTIST, Era TBD, 1
186, Great Person Activated, GREAT_PERSON_INDIVIDUAL_ESTEE_LAUDER, GREAT_PERSON_CLASS_MERCHANT, Era TBD, 1
187, Granted to Player, GREAT_PERSON_INDIVIDUAL_KAREL_CAPEK, GREAT_PERSON_CLASS_WRITER, ERA_INFORMATION, 1145, 6, 187
190, Granted to Player, GREAT_PERSON_INDIVIDUAL_MYKOLA_LEONTOVYCH, GREAT_PERSON_CLASS_MUSICIAN, ERA_INFORMATION, 880, 0, 190
190, Granted to Player, GREAT_PERSON_INDIVIDUAL_AMRITA_SHER_GIL, GREAT_PERSON_CLASS_ARTIST, ERA_INFORMATION, 880, 5, 190
191, Great Person Activated, GREAT_PERSON_INDIVIDUAL_AMRITA_SHER_GIL, GREAT_PERSON_CLASS_ARTIST, Era TBD, 5
192, Great Person Activated, GREAT_PERSON_INDIVIDUAL_AMRITA_SHER_GIL, GREAT_PERSON_CLASS_ARTIST, Era TBD, 5
193, Great Person Activated, GREAT_PERSON_INDIVIDUAL_AMRITA_SHER_GIL, GREAT_PERSON_CLASS_ARTIST, Era TBD, 5
195, Granted to Player, GREAT_PERSON_INDIVIDUAL_CLANCY_FERNANDO, GREAT_PERSON_CLASS_ADMIRAL, ERA_INFORMATION, 1145, 4, 195
208, Granted to Player, GREAT_PERSON_INDIVIDUAL_JOSEPH_PAXTON, GREAT_PERSON_CLASS_ENGINEER, ERA_INFORMATION, 880, 4, 208
209, Great Person Activated, GREAT_PERSON_INDIVIDUAL_JOSEPH_PAXTON, GREAT_PERSON_CLASS_ENGINEER, Era TBD, 4
216, Granted to Player, GREAT_PERSON_INDIVIDUAL_ABDUS_SALAM, GREAT_PERSON_CLASS_SCIENTIST, ERA_INFORMATION, 880, 0, 216
216, Great Person Activated, GREAT_PERSON_INDIVIDUAL_ABDUS_SALAM, GREAT_PERSON_CLASS_SCIENTIST, Era TBD, 0
228, Great Person Activated, GREAT_PERSON_INDIVIDUAL_MYKOLA_LEONTOVYCH, GREAT_PERSON_CLASS_MUSICIAN, Era TBD, 0
230, Great Person Activated, GREAT_PERSON_INDIVIDUAL_KAREL_CAPEK, GREAT_PERSON_CLASS_WRITER, Era TBD, 6
230, Great Person Activated, GREAT_PERSON_INDIVIDUAL_FRANZ_LISZT, GREAT_PERSON_CLASS_MUSICIAN, Era TBD, 6
230, Great Person Activated, GREAT_PERSON_INDIVIDUAL_JAMSETJI_TATA, GREAT_PERSON_CLASS_MERCHANT, Era TBD, 6
231, Great Person Activated, GREAT_PERSON_INDIVIDUAL_MYKOLA_LEONTOVYCH, GREAT_PERSON_CLASS_MUSICIAN, Era TBD, 0
231, Great Person Activated, GREAT_PERSON_INDIVIDUAL_KAREL_CAPEK, GREAT_PERSON_CLASS_WRITER, Era TBD, 6
