Game Turn, Range, Value, Seed, Type, Location
196, 1, 0, 2575696484, sync, Random Direction
196, 1, 0, 1881255117, sync, Random Direction
196, 8, 6, 3029023106, sync, Random Direction
196, 41, 22, 3344517267, sync, Random Direction
196, 1, 0, 2312298704, sync, Random Direction
196, 15, 1, 2687060169, sync, Random Direction
196, 1, 0, 439839694, sync, Random Direction
196, 30, 7, 3150306031, sync, Random Direction
196, 31, 16, 1070414332, sync, Random Direction
196, 34, 3, 2264180869, sync, Random Direction
196, 33, 26, 492992218, sync, Random Direction
196, 10, 5, 3384751883, sync, Random Direction
196, 27, 20, 2259810792, sync, Random Direction
196, 74, 6, 3311159297, sync, Random Direction
196, 6, 3, 402728614, sync, Random Direction
196, 49, 30, 2628270311, sync, Random Direction
196, 106, 36, 2661338260, sync, Random Direction
196, 8, 1, 1464099645, sync, Random Direction
196, 22, 17, 1015613234, sync, Random Direction
196, 6, 3, 3375725699, sync, Random Direction
196, 66, 39, 2282233344, sync, Random Direction
196, 5, 2, 2560161337, sync, Random Direction
196, 82, 36, 2101109886, sync, Random Direction
196, 64, 38, 1892244959, sync, Random Direction
196, 62, 38, 2580617772, sync, Random Direction
196, 2, 1, 2651438325, sync, Random Direction
196, 18, 13, 2620803722, sync, Random Direction
196, 66, 20, 3197106427, sync, Random Direction
196, 3, 1, 1313582360, sync, Random Direction
196, 2, 0, 1569076081, sync, GetNextBuyablePlot picker
196, 10, 1, 808879446, sync, Random Direction
196, 5, 4, 442182103, sync, Random Direction
196, 9, 7, 4074406596, sync, Random Direction
196, 24, 3, 3799618989, sync, Random Direction
196, 1, 0, 707633378, sync, GetNextBuyablePlot picker
196, 4, 2, 2906557555, sync, Random Direction
196, 9, 4, 2791245616, sync, Random Direction
196, 5, 0, 2311511977, sync, Random Direction
196, 8, 4, 663284014, sync, Random Direction
196, 21, 17, 2481683663, sync, Random Direction
196, 13, 0, 3529860700, sync, Random Direction
196, 29, 17, 25480549, sync, Random Direction
196, 1, 0, 2638113338, sync, GetNextBuyablePlot picker
196, 24, 1, 3670873835, sync, Random Direction
196, 33, 17, 185633864, sync, Random Direction
196, 1, 0, 2289687265, sync, GetNextBuyablePlot picker
196, 12, 1, 2811817990, sync, Unit Combat Damage
196, 12, 0, 535049927, sync, Unit Combat Damage
196, 12, 7, 29762804, sync, Unit Combat Damage
196, 12, 0, 2841134109, sync, Unit Combat Damage
196, 12, 5, 180618898, sync, Unit Combat Damage
196, 1, 0, 1986230371, sync, GetNextBuyablePlot picker
196, 7, 3, 4137327712, sync, Random Direction
196, 3, 2, 1840907545, sync, GetNextBuyablePlot picker
196, 5, 4, 2954361310, sync, Random Direction
196, 3, 2, 3893049279, sync, Random Direction
196, 11, 8, 3564969612, sync, Random Direction
196, 3, 2, 3302808021, sync, Random Direction
196, 6, 4, 2888160746, sync, Random Direction
196, 6, 5, 2957349083, sync, Random Direction
196, 8, 4, 3827537784, sync, Random Direction
196, 3, 1, 2585673297, sync, GetNextBuyablePlot picker
196, 9, 0, 2575525558, sync, Random Direction
196, 11, 8, 218259383, sync, Random Direction
196, 1, 0, 3249976100, sync, GetNextBuyablePlot picker
196, 41, 34, 3610734221, sync, Random Direction
196, 29, 7, 3562485826, sync, Random Direction
196, 36, 0, 1095974995, sync, Random Direction
196, 3, 0, 20831632, sync, GetNextBuyablePlot picker
196, 3, 2, 1312384649, sync, Random Direction
196, 1, 0, 3802437262, sync, GetNextBuyablePlot picker
196, 18, 12, 633835183, sync, Random Direction
196, 31, 8, 2915779260, sync, Random Direction
196, 1, 0, 1195958853, sync, Barbarian camp region placement
196, 1, 0, 358059418, sync, Barbarian camp location
196, 23, 12, 1653106379, sync, Barb Tribe Roll
197, 1, 0, 2405945000, sync, GetNextBuyablePlot picker
197, 2, 0, 773479873, sync, GetNextBuyablePlot picker
197, 1, 0, 772860262, sync, GetNextBuyablePlot picker
197, 1, 0, 791979175, sync, GetNextBuyablePlot picker
197, 1, 0, 3820957012, sync, GetNextBuyablePlot picker
197, 1, 0, 2603488509, sync, GetNextBuyablePlot picker
197, 1, 0, 2511484402, sync, GetNextBuyablePlot picker
197, 1, 0, 880600131, sync, GetNextBuyablePlot picker
197, 3, 2, 4119579328, sync, GetNextBuyablePlot picker
197, 1, 0, 3033269241, sync, GetNextBuyablePlot picker
197, 1, 0, 1873395518, sync, GetNextBuyablePlot picker
197, 2, 1, 3951002015, sync, GetNextBuyablePlot picker
197, 1, 0, 3200439020, sync, GetNextBuyablePlot picker
197, 1, 0, 2747262645, sync, GetNextBuyablePlot picker
197, 3, 1, 2516488522, sync, GetNextBuyablePlot picker
197, 1, 0, 2531563707, sync, GetNextBuyablePlot picker
197, 4, 2, 2172662232, sync, GetNextBuyablePlot picker
197, 1, 0, 2547333425, sync, GetNextBuyablePlot picker
197, 1, 0, 1243379734, sync, GetNextBuyablePlot picker
197, 1, 0, 2981758359, sync, GetNextBuyablePlot picker
197, 1, 0, 62034820, sync, GetNextBuyablePlot picker
197, 1, 0, 2551396205, sync, GetNextBuyablePlot picker
197, 2, 0, 643825570, sync, GetNextBuyablePlot picker
197, 5, 4, 1880056883, sync, GetNextBuyablePlot picker
197, 1, 0, 3649528816, sync, GetNextBuyablePlot picker
197, 1, 0, 448322921, sync, GetNextBuyablePlot picker
197, 12, 8, 2623697902, sync, Unit Combat Damage
197, 12, 10, 2907836559, sync, Unit Combat Damage
197, 12, 1, 3935751964, sync, Unit Combat Damage
197, 12, 0, 553183013, sync, Unit Combat Damage
197, 12, 4, 201711866, sync, Unit Combat Damage
197, 12, 1, 1684612779, sync, Unit Combat Damage
197, 2, 0, 500154632, sync, GetNextBuyablePlot picker
197, 1, 0, 1383452833, sync, GetNextBuyablePlot picker
197, 1, 0, 1061229254, sync, GetNextBuyablePlot picker
197, 1, 0, 2375123591, sync, GetNextBuyablePlot picker
197, 1, 0, 3626231220, sync, GetNextBuyablePlot picker
197, 1, 0, 1417532893, sync, GetNextBuyablePlot picker
197, 3, 2, 3601569106, sync, GetNextBuyablePlot picker
197, 2, 1, 4261003299, sync, GetNextBuyablePlot picker
197, 1, 0, 3119753504, sync, GetNextBuyablePlot picker
197, 2, 1, 1493627609, sync, GetNextBuyablePlot picker
197, 1, 0, 4073305246, sync, Random Direction
197, 1, 0, 2770221951, sync, Random Direction
197, 11, 6, 3342481228, sync, Random Promotion
197, 10, 1, 2708136853, sync, Random Promotion
197, 9, 2, 639138986, sync, Random Promotion
197, 11, 9, 1139085467, sync, Random Promotion
197, 10, 4, 3866721336, sync, Random Promotion
197, 9, 4, 1893934097, sync, Random Promotion
197, 11, 5, 2077866358, sync, Random Promotion
197, 10, 3, 2038045559, sync, Random Promotion
197, 9, 6, 1650861028, sync, Random Promotion
197, 11, 1, 2865033293, sync, Random Promotion
197, 10, 7, 530577154, sync, Random Promotion
197, 9, 7, 3253401619, sync, Random Promotion
197, 11, 1, 3662912080, sync, Random Promotion
197, 10, 9, 410862665, sync, Random Promotion
197, 9, 6, 4053434702, sync, Random Promotion
197, 11, 8, 3263365743, sync, Random Promotion
197, 10, 0, 3445623676, sync, Random Promotion
197, 9, 0, 323804165, sync, Random Promotion
197, 1, 0, 329344090, sync, GetNextBuyablePlot picker
197, 3, 2, 4293351051, sync, GetNextBuyablePlot picker
197, 1, 0, 2891998056, sync, GetNextBuyablePlot picker
197, 2, 0, 230962049, sync, GetNextBuyablePlot picker
197, 1, 0, 989948966, sync, GetNextBuyablePlot picker
197, 3, 0, 3656568935, sync, GetNextBuyablePlot picker
197, 1, 0, 512511508, sync, GetNextBuyablePlot picker
197, 1, 0, 956270269, sync, GetNextBuyablePlot picker
197, 1, 0, 1393042610, sync, GetNextBuyablePlot picker
197, 1, 0, 1766984707, sync, Random Direction
197, 1, 0, 3840554880, sync, Random Direction
197, 1, 0, 1101189561, sync, Random Direction
197, 35, 21, 3159349758, sync, Random Direction
197, 36, 19, 2598331743, sync, Random Direction
197, 57, 50, 2289781676, sync, Random Direction
197, 1, 0, 3767914613, sync, Random Direction
197, 1, 0, 885757962, sync, Random Direction
197, 1, 0, 2763978875, sync, Random Direction
197, 10, 7, 3207034520, sync, Random Direction
197, 1, 0, 3145727729, sync, Random Direction
197, 39, 26, 882059990, sync, Random Direction
197, 15, 3, 2973409623, sync, Random Direction
197, 23, 18, 862544964, sync, Random Direction
197, 3, 0, 3506739501, sync, Random Direction
197, 37, 13, 1265573474, sync, Random Direction
197, 34, 3, 1532886003, sync, Random Direction
197, 5, 2, 448430256, sync, GetNextBuyablePlot picker
197, 1, 0, 1824430889, sync, GetNextBuyablePlot picker
197, 3, 1, 3408182958, sync, GetNextBuyablePlot picker
197, 1, 0, 1498571855, sync, GetNextBuyablePlot picker
197, 2, 0, 3334404060, sync, GetNextBuyablePlot picker
197, 1, 0, 1593622757, sync, GetNextBuyablePlot picker
197, 3, 1, 3397523386, sync, GetNextBuyablePlot picker
197, 1, 0, 1887106667, sync, GetNextBuyablePlot picker
197, 3, 2, 489797064, sync, GetNextBuyablePlot picker
197, 12, 3, 4097672801, sync, Unit Combat Damage
197, 12, 6, 1294595462, sync, Unit Combat Damage
197, 12, 7, 2404421191, sync, Unit Combat Damage
197, 12, 10, 2727372404, sync, Unit Combat Damage
197, 12, 1, 3899336605, sync, Unit Combat Damage
197, 12, 7, 471852050, sync, Unit Combat Damage
197, 28, 14, 2835204067, sync, Random Direction
197, 1, 0, 2206692832, sync, Random Direction
197, 1, 0, 1373085849, sync, Random Direction
197, 1, 0, 2601791326, sync, Random Direction
197, 1, 0, 2931490623, sync, Random Direction
197, 1, 0, 3374190604, sync, Random Direction
197, 1, 0, 1073261909, sync, Random Direction
197, 30, 22, 2792350570, sync, Random Direction
197, 1, 0, 3270135899, sync, Random Direction
197, 1, 0, 2745311480, sync, Random Direction
197, 37, 10, 2313406929, sync, Random Direction
197, 12, 6, 1176554550, sync, Unit Combat Damage
197, 12, 5, 2180224823, sync, Unit Combat Damage
197, 1, 0, 2018792612, sync, GetNextBuyablePlot picker
197, 2, 1, 143274509, sync, GetNextBuyablePlot picker
197, 1, 0, 3240457666, sync, GetNextBuyablePlot picker
197, 5, 0, 4242567123, sync, GetNextBuyablePlot picker
197, 3, 0, 500438800, sync, GetNextBuyablePlot picker
197, 1, 0, 951378441, sync, GetNextBuyablePlot picker
197, 2, 1, 1574513678, sync, GetNextBuyablePlot picker
197, 1, 0, 3250075183, sync, GetNextBuyablePlot picker
197, 2, 0, 1934332988, sync, GetNextBuyablePlot picker
197, 32, 27, 12621253, sync, Random Direction
197, 11, 0, 3674209050, sync, Random Direction
197, 1, 0, 228329035, sync, Random Direction
197, 40, 3, 1046198312, sync, Random Direction
197, 1, 0, 370788673, sync, Random Direction
197, 27, 0, 1838329574, sync, Random Direction
197, 20, 19, 77773863, sync, Random Direction
197, 1, 0, 4224200404, sync, Random Direction
197, 5, 4, 1048098941, sync, Random Direction
197, 78, 42, 3477787506, sync, Random Direction
197, 95, 5, 2339697603, sync, Random Direction
197, 96, 39, 249783360, sync, Random Direction
197, 81, 53, 1759338361, sync, Random Direction
197, 100, 11, 2850993342, sync, Random Direction
197, 71, 34, 514394399, sync, Random Direction
197, 4, 1, 2075821164, sync, Random Direction
197, 72, 30, 1514895925, sync, Random Direction
197, 2, 1, 1801281226, sync, GetNextBuyablePlot picker
197, 9, 0, 3286177851, sync, Random Direction
197, 22, 9, 402750296, sync, Random Direction
197, 6, 1, 1783006385, sync, Random Direction
197, 28, 26, 1314561430, sync, Random Direction
197, 1, 0, 4036820247, sync, GetNextBuyablePlot picker
197, 5, 2, 3737056516, sync, Random Direction
197, 8, 1, 2332932845, sync, Random Direction
197, 5, 0, 605748514, sync, Random Direction
197, 7, 5, 48911283, sync, Random Direction
197, 20, 11, 3535297904, sync, Random Direction
197, 10, 1, 2576881897, sync, Random Direction
197, 27, 17, 714066286, sync, Random Direction
197, 1, 0, 2813097999, sync, GetNextBuyablePlot picker
197, 29, 20, 2610815132, sync, Random Direction
197, 30, 29, 2974833317, sync, Random Direction
197, 1, 0, 4218621562, sync, GetNextBuyablePlot picker
197, 12, 9, 1254262315, sync, Unit Combat Damage
197, 12, 11, 3388369544, sync, Unit Combat Damage
197, 12, 4, 4287691809, sync, Unit Combat Damage
197, 12, 5, 1611896902, sync, Unit Combat Damage
197, 12, 5, 1826707975, sync, Unit Combat Damage
197, 2, 0, 1842063156, sync, BT Research Choice
197, 1, 0, 1390426461, sync, GetNextBuyablePlot picker
197, 1, 0, 2514547410, sync, Random Direction
197, 1, 0, 2066714531, sync, Random Direction
197, 6, 2, 1813381792, sync, Random Direction
197, 3, 0, 1642860121, sync, GetNextBuyablePlot picker
197, 7, 3, 1337420318, sync, Random Direction
197, 11, 8, 2225177343, sync, Random Direction
197, 12, 6, 3202918604, sync, Random Direction
197, 5, 2, 2252748565, sync, Random Direction
197, 5, 4, 2146175530, sync, Random Direction
197, 4, 2, 3910488091, sync, Random Direction
197, 10, 4, 2354939320, sync, Random Direction
197, 3, 2, 1725968273, sync, GetNextBuyablePlot picker
197, 9, 7, 3071844086, sync, Random Direction
197, 7, 5, 3727610615, sync, Random Direction
197, 1, 0, 3225503076, sync, GetNextBuyablePlot picker
197, 40, 25, 3460772813, sync, Random Direction
197, 19, 7, 2745676930, sync, Random Direction
197, 3, 1, 1710466963, sync, GetNextBuyablePlot picker
197, 4, 2, 2491372496, sync, Random Direction
197, 1, 0, 2829074377, sync, GetNextBuyablePlot picker
197, 32, 2, 4263548622, sync, Random Direction
197, 27, 5, 321333743, sync, Random Direction
198, 1, 0, 877518076, sync, GetNextBuyablePlot picker
198, 2, 1, 3848540037, sync, GetNextBuyablePlot picker
198, 1, 0, 3996340698, sync, GetNextBuyablePlot picker
198, 1, 0, 3076945419, sync, GetNextBuyablePlot picker
198, 1, 0, 1712966888, sync, GetNextBuyablePlot picker
198, 1, 0, 3101368065, sync, GetNextBuyablePlot picker
198, 1, 0, 3028595110, sync, GetNextBuyablePlot picker
198, 1, 0, 3607390183, sync, GetNextBuyablePlot picker
198, 3, 1, 3895644052, sync, GetNextBuyablePlot picker
198, 1, 0, 2035919421, sync, GetNextBuyablePlot picker
198, 1, 0, 624575026, sync, GetNextBuyablePlot picker
198, 2, 1, 2124782467, sync, GetNextBuyablePlot picker
198, 1, 0, 3963048192, sync, GetNextBuyablePlot picker
198, 216, 53, 339455289, sync, Rolling Espionage Result
198, 12, 10, 1061572478, sync, Unit Combat Damage
198, 12, 10, 3600575711, sync, Unit Combat Damage
198, 1, 0, 3711991084, sync, BT Research Choice
198, 1, 0, 3600868341, sync, GetNextBuyablePlot picker
198, 3, 1, 3967018378, sync, GetNextBuyablePlot picker
198, 1, 0, 2416244731, sync, GetNextBuyablePlot picker
198, 4, 0, 1557020696, sync, GetNextBuyablePlot picker
198, 1, 0, 99142257, sync, GetNextBuyablePlot picker
198, 1, 0, 3056783446, sync, GetNextBuyablePlot picker
198, 3, 0, 127998167, sync, GetNextBuyablePlot picker
198, 1, 0, 577979844, sync, GetNextBuyablePlot picker
198, 1, 0, 2213452973, sync, GetNextBuyablePlot picker
198, 2, 1, 4213414882, sync, GetNextBuyablePlot picker
198, 5, 0, 3128191859, sync, GetNextBuyablePlot picker
198, 1, 0, 708901424, sync, GetNextBuyablePlot picker
198, 1, 0, 2063947433, sync, GetNextBuyablePlot picker
198, 12, 4, 4049835054, sync, Unit Combat Damage
198, 12, 4, 1746947023, sync, Unit Combat Damage
198, 2, 1, 1576241500, sync, GetNextBuyablePlot picker
198, 1, 0, 3451106405, sync, GetNextBuyablePlot picker
198, 1, 0, 2174272826, sync, GetNextBuyablePlot picker
198, 1, 0, 4278179307, sync, GetNextBuyablePlot picker
198, 1, 0, 2766004040, sync, GetNextBuyablePlot picker
198, 1, 0, 3325047265, sync, GetNextBuyablePlot picker
198, 1, 0, 3334339334, sync, GetNextBuyablePlot picker
198, 2, 0, 772007367, sync, GetNextBuyablePlot picker
198, 1, 0, 110471156, sync, GetNextBuyablePlot picker
198, 2, 1, 1100811037, sync, GetNextBuyablePlot picker
198, 1, 0, 3199123858, sync, Random Direction
198, 1, 0, 944707427, sync, Random Direction
198, 1, 0, 1281314656, sync, Random Direction
198, 25, 11, 1392786457, sync, Random Direction
198, 37, 14, 2004051166, sync, Random Direction
198, 1, 0, 1720829631, sync, GetNextBuyablePlot picker
198, 3, 0, 1297744268, sync, GetNextBuyablePlot picker
198, 1, 0, 437485781, sync, GetNextBuyablePlot picker
198, 2, 0, 3310153962, sync, GetNextBuyablePlot picker
198, 1, 0, 841355227, sync, GetNextBuyablePlot picker
198, 3, 0, 3513494136, sync, GetNextBuyablePlot picker
198, 1, 0, 1234720081, sync, GetNextBuyablePlot picker
198, 2, 0, 1300312502, sync, GetNextBuyablePlot picker
198, 1, 0, 99339959, sync, GetNextBuyablePlot picker
198, 1, 0, 3068982820, sync, Random Direction
198, 1, 0, 2579232141, sync, Random Direction
198, 1, 0, 1910944578, sync, Random Direction
198, 1, 0, 820289363, sync, Random Direction
198, 1, 0, 3340062864, sync, Random Direction
198, 1, 0, 570383753, sync, Random Direction
198, 1, 0, 1764802958, sync, Random Direction
198, 1, 0, 1720704431, sync, Random Direction
198, 7, 2, 1697047996, sync, Random Direction
198, 33, 18, 1459046725, sync, Random Direction
198, 17, 15, 2415618202, sync, Random Direction
198, 24, 0, 3909526987, sync, Random Direction
198, 5, 0, 73048488, sync, GetNextBuyablePlot picker
198, 1, 0, 667432129, sync, GetNextBuyablePlot picker
198, 3, 0, 3197596774, sync, GetNextBuyablePlot picker
198, 1, 0, 953668519, sync, GetNextBuyablePlot picker
198, 2, 0, 277622868, sync, GetNextBuyablePlot picker
198, 1, 0, 2002934781, sync, GetNextBuyablePlot picker
198, 3, 2, 798388466, sync, GetNextBuyablePlot picker
198, 1, 0, 3869508419, sync, GetNextBuyablePlot picker
198, 3, 2, 3047554496, sync, GetNextBuyablePlot picker
198, 12, 3, 3984440057, sync, Unit Combat Damage
198, 12, 10, 1125558846, sync, Unit Combat Damage
198, 12, 8, 3799617695, sync, Unit Combat Damage
198, 12, 10, 2983015916, sync, Unit Combat Damage
198, 12, 2, 3679849909, sync, Unit Combat Damage
198, 27, 10, 718220362, sync, Random Direction
198, 21, 2, 1693489083, sync, Random Direction
198, 24, 16, 508413144, sync, Random Direction
198, 29, 8, 2955333681, sync, Random Direction
198, 19, 5, 1255916310, sync, Random Direction
198, 1, 0, 1309078679, sync, Random Direction
198, 1, 0, 3678819972, sync, Random Direction
198, 1, 0, 963067501, sync, Random Direction
198, 11, 6, 3678993058, sync, Random Promotion
198, 10, 0, 2512143155, sync, Random Promotion
198, 9, 6, 169105136, sync, Random Promotion
198, 1, 0, 2865124457, sync, GetNextBuyablePlot picker
198, 2, 0, 375398126, sync, GetNextBuyablePlot picker
198, 1, 0, 711843727, sync, GetNextBuyablePlot picker
198, 5, 0, 3263164956, sync, GetNextBuyablePlot picker
198, 3, 2, 702991909, sync, GetNextBuyablePlot picker
198, 1, 0, 4289936378, sync, GetNextBuyablePlot picker
198, 2, 1, 1492313515, sync, GetNextBuyablePlot picker
198, 1, 0, 4003992584, sync, GetNextBuyablePlot picker
198, 2, 1, 1507534753, sync, GetNextBuyablePlot picker
198, 32, 19, 2414419398, sync, Random Direction
198, 3, 2, 2591568263, sync, Random Direction
198, 1, 0, 4188956852, sync, Random Direction
198, 18, 14, 576822493, sync, Random Direction
198, 30, 11, 3511242834, sync, Random Direction
198, 1, 0, 1679580963, sync, Random Direction
198, 5, 3, 3173211168, sync, Random Direction
198, 3, 0, 2933926361, sync, Random Direction
198, 30, 9, 956833694, sync, Random Direction
198, 44, 37, 1414253183, sync, Random Direction
198, 24, 9, 3643939404, sync, Random Direction
198, 5, 1, 1629522581, sync, Random Direction
198, 3, 2, 1230149546, sync, Random Direction
198, 47, 18, 3655110555, sync, Random Direction
198, 84, 16, 1670156088, sync, Random Direction
198, 2, 0, 869022481, sync, GetNextBuyablePlot picker
198, 10, 1, 1209697398, sync, Random Direction
198, 7, 4, 820677239, sync, Random Direction
198, 8, 6, 2568447716, sync, Random Direction
198, 19, 11, 3366483789, sync, Random Direction
198, 1, 0, 2527228418, sync, GetNextBuyablePlot picker
198, 5, 4, 1366513427, sync, Random Direction
198, 9, 1, 4267052368, sync, Random Direction
198, 7, 6, 512899913, sync, Random Direction
198, 10, 1, 4123634766, sync, Random Direction
198, 20, 2, 733106543, sync, Random Direction
198, 10, 6, 446082684, sync, Random Direction
198, 29, 22, 2872722181, sync, Random Direction
198, 1, 0, 3273146202, sync, GetNextBuyablePlot picker
198, 8, 5, 1312593291, sync, Random Direction
198, 21, 6, 3118347880, sync, Random Direction
198, 1, 0, 1419840129, sync, GetNextBuyablePlot picker
198, 12, 9, 4203411238, sync, Unit Combat Damage
198, 12, 4, 3520921447, sync, Unit Combat Damage
198, 12, 6, 1637110036, sync, Unit Combat Damage
198, 12, 6, 2253573565, sync, Unit Combat Damage
198, 1, 0, 2300534706, sync, GetNextBuyablePlot picker
198, 8, 3, 657468163, sync, Random Direction
198, 3, 1, 1676634752, sync, GetNextBuyablePlot picker
198, 5, 1, 1583581369, sync, Random Direction
198, 12, 1, 1008715006, sync, Random Direction
198, 6, 4, 570455135, sync, Random Direction
198, 7, 4, 3189812908, sync, Random Direction
198, 8, 2, 2922051445, sync, Random Direction
198, 5, 1, 1496265482, sync, Random Direction
198, 12, 8, 1583478651, sync, Random Direction
198, 3, 0, 2906655128, sync, GetNextBuyablePlot picker
198, 14, 9, 1254135281, sync, Random Direction
198, 6, 5, 2870310358, sync, Random Direction
198, 5, 3, 3683553367, sync, Random Direction
198, 1, 0, 2784503620, sync, GetNextBuyablePlot picker
198, 11, 6, 3912736813, sync, Random Direction
198, 34, 13, 2404063586, sync, Random Direction
198, 3, 0, 1753340659, sync, GetNextBuyablePlot picker
198, 3, 1, 452096944, sync, Random Direction
198, 1, 0, 2191200809, sync, GetNextBuyablePlot picker
198, 33, 8, 1346726318, sync, Random Direction
198, 33, 7, 1045771087, sync, Random Direction
199, 1, 0, 1040390876, sync, GetNextBuyablePlot picker
199, 2, 1, 4222199781, sync, GetNextBuyablePlot picker
199, 1, 0, 3632427706, sync, GetNextBuyablePlot picker
199, 3, 1, 3831215467, sync, GetNextBuyablePlot picker
199, 1, 0, 2819950792, sync, GetNextBuyablePlot picker
199, 1, 0, 2354175329, sync, GetNextBuyablePlot picker
199, 1, 0, 2320826502, sync, GetNextBuyablePlot picker
199, 1, 0, 972963143, sync, GetNextBuyablePlot picker
199, 3, 0, 2480269684, sync, GetNextBuyablePlot picker
199, 1, 0, 586018461, sync, GetNextBuyablePlot picker
199, 12, 3, 3362823954, sync, Random Promotion
199, 1, 0, 1113024227, sync, GetNextBuyablePlot picker
199, 2, 1, 388114656, sync, GetNextBuyablePlot picker
199, 1, 0, 3208632217, sync, GetNextBuyablePlot picker
199, 1, 0, 2067110494, sync, GetNextBuyablePlot picker
199, 1, 0, 227511871, sync, GetNextBuyablePlot picker
199, 4, 2, 2268132108, sync, GetNextBuyablePlot picker
199, 1, 0, 2167231573, sync, GetNextBuyablePlot picker
199, 1, 0, 2663186026, sync, GetNextBuyablePlot picker
199, 3, 2, 3690516315, sync, GetNextBuyablePlot picker
199, 1, 0, 4085265400, sync, GetNextBuyablePlot picker
199, 1, 0, 3879461073, sync, GetNextBuyablePlot picker
199, 2, 0, 2779027254, sync, GetNextBuyablePlot picker
199, 5, 1, 1458243127, sync, GetNextBuyablePlot picker
199, 1, 0, 1669371812, sync, GetNextBuyablePlot picker
199, 1, 0, 2026682637, sync, GetNextBuyablePlot picker
199, 1, 0, 1016787138, sync, GetNextBuyablePlot picker
199, 2, 0, 2069876435, sync, GetNextBuyablePlot picker
199, 1, 0, 1124174352, sync, GetNextBuyablePlot picker
199, 2, 1, 3625507081, sync, GetNextBuyablePlot picker
199, 1, 0, 3131791118, sync, GetNextBuyablePlot picker
199, 1, 0, 2454619439, sync, GetNextBuyablePlot picker
199, 1, 0, 693974844, sync, GetNextBuyablePlot picker
199, 1, 0, 4159503557, sync, GetNextBuyablePlot picker
199, 1, 0, 1246352922, sync, GetNextBuyablePlot picker
199, 1, 0, 1388856651, sync, GetNextBuyablePlot picker
199, 2, 1, 3882126120, sync, GetNextBuyablePlot picker
199, 1, 0, 4045774913, sync, GetNextBuyablePlot picker
199, 2, 0, 2535406054, sync, GetNextBuyablePlot picker
199, 28, 14, 164883239, sync, Random Direction
199, 1, 0, 2282435028, sync, Random Direction
199, 37, 20, 3018522493, sync, Random Direction
199, 1, 0, 2358578802, sync, Random Direction
199, 21, 14, 1678381763, sync, Random Direction
199, 1, 0, 2949879616, sync, BT Research Choice
199, 1, 0, 2427262585, sync, GetNextBuyablePlot picker
199, 3, 0, 1898028990, sync, GetNextBuyablePlot picker
199, 1, 0, 888215583, sync, GetNextBuyablePlot picker
199, 2, 0, 2264590188, sync, GetNextBuyablePlot picker
199, 1, 0, 1423941941, sync, GetNextBuyablePlot picker
199, 2, 0, 1783888330, sync, GetNextBuyablePlot picker
199, 1, 0, 1478039355, sync, GetNextBuyablePlot picker
199, 2, 0, 442830424, sync, GetNextBuyablePlot picker
199, 1, 0, 2004229041, sync, GetNextBuyablePlot picker
199, 1, 0, 899672214, sync, Random Direction
199, 1, 0, 2281171991, sync, Random Direction
199, 35, 19, 3746084868, sync, Random Direction
199, 62, 39, 2434777581, sync, Random Direction
199, 59, 45, 2716465186, sync, Random Direction
199, 1, 0, 3330618035, sync, Random Direction
199, 11, 1, 3315290224, sync, Random Direction
199, 1, 0, 474189801, sync, Random Direction
199, 23, 16, 366179438, sync, Random Direction
199, 26, 0, 3012970255, sync, Random Direction
199, 25, 5, 87884700, sync, Random Direction
199, 5, 0, 951861669, sync, GetNextBuyablePlot picker
199, 1, 0, 784755066, sync, GetNextBuyablePlot picker
199, 3, 1, 3975824683, sync, GetNextBuyablePlot picker
199, 1, 0, 2447687048, sync, GetNextBuyablePlot picker
199, 2, 0, 4015280929, sync, GetNextBuyablePlot picker
199, 1, 0, 1153540934, sync, GetNextBuyablePlot picker
199, 3, 2, 1414924551, sync, GetNextBuyablePlot picker
199, 1, 0, 3788253748, sync, GetNextBuyablePlot picker
199, 3, 1, 822214749, sync, GetNextBuyablePlot picker
199, 12, 10, 1592045010, sync, Unit Combat Damage
199, 12, 5, 3602919075, sync, Unit Combat Damage
199, 12, 6, 1931195808, sync, Unit Combat Damage
199, 27, 24, 2380481881, sync, Random Direction
199, 22, 1, 3837515038, sync, Random Direction
199, 1, 0, 303895039, sync, Random Direction
199, 31, 11, 1008110540, sync, Random Direction
199, 23, 2, 1610210837, sync, Random Direction
199, 1, 0, 407643434, sync, Random Direction
199, 1, 0, 4097494811, sync, Random Direction
199, 1, 0, 4060518584, sync, Random Direction
199, 27, 3, 3852945041, sync, Random Direction
199, 1, 0, 618621430, sync, Random Direction
199, 1, 0, 799883767, sync, Random Direction
199, 11, 5, 3538454628, sync, Random Promotion
199, 10, 3, 2280176333, sync, Random Promotion
199, 9, 1, 1318072194, sync, Random Promotion
199, 1, 0, 577373843, sync, GetNextBuyablePlot picker
199, 2, 0, 1574422224, sync, GetNextBuyablePlot picker
199, 1, 0, 1213413065, sync, GetNextBuyablePlot picker
199, 5, 2, 2392179150, sync, GetNextBuyablePlot picker
199, 3, 0, 2317646063, sync, GetNextBuyablePlot picker
199, 1, 0, 641368060, sync, GetNextBuyablePlot picker
199, 2, 1, 315586181, sync, GetNextBuyablePlot picker
199, 1, 0, 2823826650, sync, GetNextBuyablePlot picker
199, 1, 0, 577352971, sync, GetNextBuyablePlot picker
199, 21, 9, 2913837032, sync, Random Direction
199, 2, 1, 1863710209, sync, Random Direction
