Game Turn, Range, Value, Seed, Type, Location
182, 19, 2, 736555037, sync, Choosing a Citizen Name
182, 2, 1, 569066130, sync, GetNextBuyablePlot picker
182, 4, 0, 2925528163, sync, GetNextBuyablePlot picker
182, 1, 0, 130693216, sync, GetNextBuyablePlot picker
182, 1, 0, 3901190425, sync, GetNextBuyablePlot picker
182, 2, 0, 410449374, sync, GetNextBuyablePlot picker
182, 1, 0, 826573759, sync, GetNextBuyablePlot picker
182, 1, 0, 1057651340, sync, GetNextBuyablePlot picker
182, 2, 1, 1561658837, sync, GetNextBuyablePlot picker
182, 100, 75, 2709033450, sync, City Rebellion Roll
182, 1, 0, 3251084507, sync, GetNextBuyablePlot picker
182, 100, 60, 1076540280, sync, City Rebellion Roll
182, 1, 0, 2611817041, sync, GetNextBuyablePlot picker
182, 2, 0, 1464197814, sync, GetNextBuyablePlot picker
182, 1, 0, 43592631, sync, GetNextBuyablePlot picker
182, 1, 0, 219385636, sync, GetNextBuyablePlot picker
182, 1, 0, 1623792269, sync, GetNextBuyablePlot picker
182, 12, 1, 3519378498, sync, Unit Combat Damage
182, 2, 0, 663407699, sync, GetNextBuyablePlot picker
182, 1, 0, 999061904, sync, GetNextBuyablePlot picker
182, 1, 0, 3174683273, sync, GetNextBuyablePlot picker
182, 1, 0, 3468333710, sync, GetNextBuyablePlot picker
182, 1, 0, 1173084847, sync, GetNextBuyablePlot picker
182, 1, 0, 879206076, sync, GetNextBuyablePlot picker
182, 1, 0, 1675890245, sync, GetNextBuyablePlot picker
182, 1, 0, 2463189402, sync, GetNextBuyablePlot picker
182, 1, 0, 1319465675, sync, GetNextBuyablePlot picker
182, 1, 0, 963504808, sync, Random Direction
182, 15, 4, 389827009, sync, Random Direction
182, 19, 10, 1332372838, sync, Random Direction
182, 3, 2, 2383835303, sync, Random Direction
182, 19, 8, 3725265236, sync, Random Direction
182, 1, 0, 1921171709, sync, Random Direction
182, 44, 13, 422015474, sync, Random Direction
182, 15, 5, 1303343171, sync, Random Direction
182, 1, 0, 1589208768, sync, Random Direction
182, 18, 13, 180318201, sync, Random Direction
182, 23, 21, 3140926270, sync, Random Direction
182, 1, 0, 4082027935, sync, Random Direction
182, 1, 0, 53358316, sync, Random Direction
182, 12, 5, 2742948533, sync, Random Direction
182, 20, 14, 1935625546, sync, Random Direction
182, 10, 4, 3126633659, sync, Random Direction
182, 22, 20, 2001030616, sync, Random Direction
182, 4, 1, 4081722673, sync, Random Direction
182, 7, 6, 1657598998, sync, Random Direction
182, 3, 2, 3802583447, sync, Random Direction
182, 22, 4, 3333255044, sync, Random Direction
182, 11, 2, 871031661, sync, Random Direction
182, 7, 6, 1067203490, sync, Random Direction
182, 12, 4, 4043108403, sync, Random Direction
182, 4, 1, 1733558256, sync, Random Direction
182, 11, 6, 2053065065, sync, Random Direction
182, 7, 2, 2468769774, sync, Random Direction
182, 6, 2, 1569479823, sync, Random Direction
182, 6, 3, 2123442972, sync, Random Direction
182, 11, 6, 2459570981, sync, Random Promotion
182, 10, 7, 2433588474, sync, Random Promotion
182, 9, 2, 3422302891, sync, Random Promotion
182, 11, 9, 1293147400, sync, Random Promotion
182, 10, 3, 3674061985, sync, Random Promotion
182, 9, 5, 1393069766, sync, Random Promotion
182, 1, 0, 2840153735, sync, GetNextBuyablePlot picker
182, 1, 0, 1838006708, sync, GetNextBuyablePlot picker
182, 2, 0, 1536721373, sync, GetNextBuyablePlot picker
182, 1, 0, 91148626, sync, GetNextBuyablePlot picker
182, 1, 0, 3412216867, sync, GetNextBuyablePlot picker
182, 1, 0, 1377781024, sync, GetNextBuyablePlot picker
182, 2, 0, 354442969, sync, GetNextBuyablePlot picker
182, 1, 0, 1350873246, sync, GetNextBuyablePlot picker
182, 2, 0, 1854113663, sync, GetNextBuyablePlot picker
182, 12, 3, 746820428, sync, Unit Combat Damage
182, 12, 0, 1135546261, sync, Unit Combat Damage
182, 24, 16, 176634026, sync, Random Direction
182, 5, 0, 2891127963, sync, Random Direction
182, 10, 0, 754751544, sync, Random Direction
182, 1, 0, 289280017, sync, Random Direction
182, 1, 0, 4269290870, sync, Random Direction
182, 1, 0, 1220339575, sync, Random Direction
182, 1, 0, 3288268772, sync, Random Direction
182, 1, 0, 4091714637, sync, Random Direction
182, 1, 0, 1403663106, sync, Random Direction
182, 1, 0, 1888388115, sync, Random Direction
182, 31, 21, 1386100304, sync, Random Direction
182, 29, 25, 3016339529, sync, Random Direction
182, 1, 0, 3792469326, sync, Random Direction
182, 1, 0, 3318959727, sync, Random Direction
182, 11, 9, 1975019388, sync, Choosing a Citizen Name
182, 2, 0, 3572762629, sync, GetNextBuyablePlot picker
182, 5, 4, 2134319194, sync, GetNextBuyablePlot picker
182, 1, 0, 3589300875, sync, GetNextBuyablePlot picker
182, 1, 0, 3621945192, sync, GetNextBuyablePlot picker
182, 3, 0, 3769769857, sync, GetNextBuyablePlot picker
182, 1, 0, 272033830, sync, GetNextBuyablePlot picker
182, 1, 0, 3581975655, sync, GetNextBuyablePlot picker
182, 1, 0, 907291156, sync, GetNextBuyablePlot picker
182, 55, 50, 3403690685, sync, Choosing a City Name
182, 12, 2, 3961086130, sync, Unit Combat Damage
182, 29, 0, 1039177731, sync, Random Direction
182, 23, 9, 51630976, sync, Random Direction
182, 23, 19, 1860320697, sync, Random Direction
182, 1, 0, 3677935102, sync, Random Direction
182, 1, 0, 2832904543, sync, Random Direction
182, 25, 21, 3584206764, sync, Random Direction
182, 1, 0, 3764386933, sync, Random Direction
182, 1, 0, 3209188362, sync, Random Direction
182, 1, 0, 86180987, sync, Random Direction
182, 49, 2, 2372440728, sync, Random Direction
182, 9, 6, 197192433, sync, Random Direction
182, 11, 0, 2954864342, sync, Random Direction
182, 1, 0, 30633303, sync, GetNextBuyablePlot picker
182, 1, 0, 3667935300, sync, GetNextBuyablePlot picker
182, 1, 0, 3798484269, sync, GetNextBuyablePlot picker
182, 1, 0, 424106594, sync, GetNextBuyablePlot picker
182, 1, 0, 1253541875, sync, GetNextBuyablePlot picker
182, 1, 0, 2491620528, sync, GetNextBuyablePlot picker
182, 3, 0, 246482729, sync, GetNextBuyablePlot picker
182, 2, 1, 608484014, sync, GetNextBuyablePlot picker
182, 1, 0, 4072190031, sync, GetNextBuyablePlot picker
182, 216, 198, 175461340, sync, Rolling Espionage Result
182, 11, 5, 3953781989, sync, Random Promotion
182, 10, 1, 2074465210, sync, Random Promotion
182, 9, 2, 670696043, sync, Random Promotion
182, 216, 51, 1005703624, sync, Rolling Espionage Result
182, 2, 0, 1016164961, sync, Spy EscapeRoute
182, 7, 0, 852324742, sync, Police Exit Covered
182, 216, 137, 229923399, sync, Rolling Espionage Result
182, 1, 0, 2738242164, sync, Random Direction
182, 23, 8, 3759264669, sync, Random Direction
182, 33, 11, 1585389586, sync, Random Direction
182, 40, 39, 1473401827, sync, Random Direction
182, 29, 13, 4272886240, sync, Random Direction
182, 26, 17, 2067598489, sync, Random Direction
182, 34, 0, 2854955870, sync, Random Direction
182, 14, 3, 72108863, sync, Random Direction
182, 43, 36, 1159949324, sync, Random Direction
182, 40, 38, 3628652885, sync, Random Direction
182, 12, 3, 4126842730, sync, Random Direction
182, 34, 23, 1313102939, sync, Random Direction
182, 40, 18, 2963356920, sync, Random Direction
182, 1, 0, 1963636177, sync, Random Direction
182, 20, 14, 3382396982, sync, Random Direction
182, 22, 12, 3068289847, sync, Random Direction
182, 11, 5, 2351509668, sync, Random Direction
182, 1, 0, 2100551181, sync, Random Direction
182, 47, 35, 667660738, sync, Random Direction
182, 5, 0, 3220175827, sync, Random Direction
182, 46, 7, 807056144, sync, Random Direction
182, 15, 0, 743263753, sync, Random Direction
182, 20, 14, 245835790, sync, Random Direction
182, 101, 35, 3023340079, sync, Random Direction
182, 33, 10, 1499459644, sync, Random Direction
182, 41, 28, 1400095173, sync, Random Direction
182, 4, 2, 2964436762, sync, Random Direction
182, 13, 10, 2576421451, sync, Random Direction
182, 4, 1, 3344553000, sync, Random Direction
182, 58, 11, 2127803713, sync, Random Direction
182, 40, 6, 849619686, sync, Random Direction
182, 35, 27, 685541415, sync, Random Direction
182, 72, 69, 3431729876, sync, Random Direction
182, 30, 14, 4142228605, sync, Random Direction
182, 2, 0, 2046300018, sync, GetNextBuyablePlot picker
182, 31, 7, 1736409027, sync, Random Direction
182, 23, 13, 1040777280, sync, Random Direction
182, 6, 2, 2573781881, sync, Random Direction
182, 6, 1, 1479782590, sync, Random Direction
182, 1, 0, 1053840671, sync, GetNextBuyablePlot picker
182, 8, 2, 3986546796, sync, Random Direction
182, 6, 0, 1176610357, sync, Random Direction
182, 8, 1, 519445194, sync, Random Direction
182, 9, 5, 758064187, sync, Random Direction
182, 21, 7, 2596181848, sync, Random Direction
182, 11, 4, 1532194993, sync, Random Direction
182, 10, 9, 1757616534, sync, Random Direction
182, 1, 0, 3974220055, sync, GetNextBuyablePlot picker
182, 9, 4, 103928068, sync, Random Direction
182, 24, 15, 2113758957, sync, Random Direction
182, 5, 3, 2727295266, sync, BT Research Choice
182, 3, 1, 2897207219, sync, GetNextBuyablePlot picker
182, 5, 3, 2491218288, sync, Random Direction
182, 6, 3, 2849408233, sync, Random Direction
182, 4, 0, 2718680430, sync, Random Direction
182, 4, 2, 910083087, sync, Random Direction
182, 4, 1, 2869968028, sync, Random Direction
182, 2, 0, 1158252197, sync, Random Direction
182, 4, 0, 1421003386, sync, Random Direction
182, 5, 3, 506303019, sync, Random Direction
182, 9, 6, 3023210120, sync, Random Direction
182, 8, 2, 3014715425, sync, Random Direction
182, 1, 0, 1402147910, sync, GetNextBuyablePlot picker
182, 9, 4, 3656459783, sync, Random Direction
182, 3, 1, 1974305588, sync, Random Direction
182, 3, 2, 2803033437, sync, Random Direction
182, 9, 3, 3889966802, sync, Random Direction
182, 3, 0, 1466964899, sync, GetNextBuyablePlot picker
182, 4, 0, 641310368, sync, Random Direction
182, 12, 9, 614300249, sync, Random Direction
182, 14, 6, 3425330718, sync, Random Direction
182, 11, 4, 1918815999, sync, Random Direction
182, 3, 0, 1839858892, sync, Random Direction
182, 12, 8, 10642197, sync, Random Direction
182, 8, 3, 3063072298, sync, Random Direction
182, 10, 2, 1666931739, sync, Random Direction
182, 3, 0, 1004052920, sync, GetNextBuyablePlot picker
182, 14, 6, 1221794705, sync, Random Direction
182, 11, 0, 2003770102, sync, Random Direction
182, 8, 1, 80322295, sync, Random Direction
182, 1, 0, 575807844, sync, GetNextBuyablePlot picker
182, 34, 7, 3665616845, sync, Random Direction
182, 55, 29, 954855554, sync, Random Direction
182, 47, 28, 2305766291, sync, Random Direction
182, 3, 0, 2629955536, sync, GetNextBuyablePlot picker
182, 4, 0, 545565641, sync, Random Direction
182, 1, 0, 726307534, sync, GetNextBuyablePlot picker
182, 10, 4, 13596143, sync, Random Direction
182, 18, 12, 1948137724, sync, Random Direction
182, 35, 23, 3038985093, sync, Random Direction
182, 23, 17, 2852195802, sync, Random Direction
183, 1, 0, 3309797899, sync, GetNextBuyablePlot picker
183, 2, 0, 680782056, sync, GetNextBuyablePlot picker
183, 2, 1, 1667304193, sync, GetNextBuyablePlot picker
183, 2, 1, 2775723430, sync, GetNextBuyablePlot picker
183, 1, 0, 2951361511, sync, GetNextBuyablePlot picker
183, 3, 2, 238201748, sync, GetNextBuyablePlot picker
183, 1, 0, 3293730365, sync, GetNextBuyablePlot picker
183, 2, 1, 3716382258, sync, GetNextBuyablePlot picker
183, 1, 0, 2921080707, sync, GetNextBuyablePlot picker
183, 1, 0, 2287529216, sync, GetNextBuyablePlot picker
183, 1, 0, 1947408697, sync, GetNextBuyablePlot picker
183, 4, 0, 954682238, sync, GetNextBuyablePlot picker
183, 2, 1, 351254751, sync, GetNextBuyablePlot picker
183, 4, 2, 2413812012, sync, GetNextBuyablePlot picker
183, 1, 0, 2592280565, sync, GetNextBuyablePlot picker
183, 1, 0, 1160290698, sync, GetNextBuyablePlot picker
183, 2, 0, 3460367355, sync, GetNextBuyablePlot picker
183, 1, 0, 1879530520, sync, GetNextBuyablePlot picker
183, 20, 13, 1136768625, sync, Choosing a Citizen Name
183, 1, 0, 2876722262, sync, GetNextBuyablePlot picker
183, 2, 0, 999417047, sync, GetNextBuyablePlot picker
183, 100, 76, 1713512900, sync, City Rebellion Roll
183, 1, 0, 3295299757, sync, GetNextBuyablePlot picker
183, 100, 41, 640931810, sync, City Rebellion Roll
183, 1, 0, 1789261683, sync, GetNextBuyablePlot picker
183, 2, 0, 2416023088, sync, GetNextBuyablePlot picker
183, 1, 0, 630178473, sync, GetNextBuyablePlot picker
183, 1, 0, 1127977006, sync, GetNextBuyablePlot picker
183, 1, 0, 4158560207, sync, GetNextBuyablePlot picker
183, 12, 3, 1428284764, sync, Unit Combat Damage
183, 11, 10, 1417207909, sync, Random Promotion
183, 10, 7, 4277436730, sync, Random Promotion
183, 9, 1, 3126256107, sync, Random Promotion
183, 2, 1, 915798856, sync, GetNextBuyablePlot picker
183, 1, 0, 2451316193, sync, GetNextBuyablePlot picker
183, 1, 0, 68777734, sync, GetNextBuyablePlot picker
183, 1, 0, 364884423, sync, GetNextBuyablePlot picker
183, 1, 0, 2981331956, sync, GetNextBuyablePlot picker
183, 1, 0, 1583068957, sync, GetNextBuyablePlot picker
183, 4, 2, 474348946, sync, GetNextBuyablePlot picker
183, 1, 0, 2382078819, sync, GetNextBuyablePlot picker
183, 1, 0, 2709449568, sync, GetNextBuyablePlot picker
183, 1, 0, 3674318873, sync, Random Direction
183, 32, 31, 490889438, sync, Random Direction
183, 1, 0, 4168815295, sync, Random Direction
183, 20, 7, 1255628172, sync, Random Direction
183, 1, 0, 1652272341, sync, Random Direction
183, 16, 6, 1594862826, sync, Random Direction
183, 17, 16, 1733827547, sync, Random Direction
183, 1, 0, 4284663416, sync, Random Direction
183, 15, 7, 3461824849, sync, Random Direction
183, 1, 0, 2259922358, sync, Random Direction
183, 1, 0, 2855443127, sync, Random Direction
183, 10, 6, 54120996, sync, Random Direction
183, 13, 2, 2843582861, sync, Random Direction
183, 13, 0, 834989890, sync, Random Direction
183, 1, 0, 13380435, sync, Random Direction
183, 12, 3, 559148176, sync, Random Direction
183, 1, 0, 1244645769, sync, Random Direction
183, 1, 0, 3468082574, sync, Random Direction
183, 3, 0, 1533290927, sync, Random Direction
183, 6, 3, 447955388, sync, Random Direction
183, 6, 4, 2411885893, sync, Random Direction
183, 6, 1, 2917475482, sync, Random Direction
183, 9, 7, 1154724299, sync, Random Direction
183, 11, 8, 3696278952, sync, Random Promotion
183, 10, 0, 3222937793, sync, Random Promotion
183, 9, 2, 392228966, sync, Random Promotion
183, 11, 1, 1382653863, sync, Random Promotion
183, 10, 7, 667421780, sync, Random Promotion
183, 9, 8, 3236366333, sync, Random Promotion
183, 11, 7, 4051414258, sync, Random Promotion
183, 10, 1, 3045494595, sync, Random Promotion
183, 9, 5, 449026496, sync, Random Promotion
183, 11, 2, 2829133561, sync, Random Promotion
183, 10, 2, 1142138430, sync, Random Promotion
183, 9, 6, 1257823391, sync, Random Promotion
183, 1, 0, 3240661484, sync, GetNextBuyablePlot picker
183, 1, 0, 1665415605, sync, GetNextBuyablePlot picker
183, 2, 0, 2761943114, sync, GetNextBuyablePlot picker
183, 1, 0, 1142465467, sync, GetNextBuyablePlot picker
183, 1, 0, 2650988760, sync, GetNextBuyablePlot picker
183, 1, 0, 3872111665, sync, GetNextBuyablePlot picker
183, 2, 0, 1459371798, sync, GetNextBuyablePlot picker
183, 1, 0, 1168359575, sync, GetNextBuyablePlot picker
183, 2, 0, 3610325636, sync, GetNextBuyablePlot picker
183, 12, 8, 862906989, sync, Unit Combat Damage
183, 12, 7, 2935305890, sync, Unit Combat Damage
183, 54, 23, 2556022579, sync, Random Direction
183, 25, 2, 1875964656, sync, Random Direction
183, 1, 0, 463257705, sync, Random Direction
183, 1, 0, 4271119086, sync, Random Direction
183, 1, 0, 3344444303, sync, Random Direction
183, 1, 0, 3177860636, sync, Random Direction
183, 53, 6, 2411199013, sync, Random Direction
183, 1, 0, 489355258, sync, Random Direction
183, 1, 0, 3358978475, sync, Random Direction
183, 29, 26, 64761864, sync, Random Direction
183, 2, 0, 3918730145, sync, GetNextBuyablePlot picker
183, 5, 2, 1394645446, sync, GetNextBuyablePlot picker
183, 1, 0, 2296380807, sync, GetNextBuyablePlot picker
183, 1, 0, 3825747124, sync, GetNextBuyablePlot picker
183, 3, 0, 1940670685, sync, GetNextBuyablePlot picker
183, 1, 0, 914132050, sync, GetNextBuyablePlot picker
183, 1, 0, 2134174499, sync, GetNextBuyablePlot picker
183, 1, 0, 155121696, sync, GetNextBuyablePlot picker
183, 2, 1, 673813977, sync, GetNextBuyablePlot picker
183, 1, 0, 3291683742, sync, Random Direction
183, 32, 8, 2522945151, sync, Random Direction
183, 27, 10, 1097561676, sync, Random Direction
183, 27, 20, 1670690453, sync, Random Direction
183, 7, 4, 3258012586, sync, Random Direction
183, 1, 0, 2516229019, sync, Random Direction
183, 5, 0, 3959401272, sync, Random Direction
183, 28, 5, 123152145, sync, Random Direction
183, 1, 0, 908656758, sync, Random Direction
183, 1, 0, 3739047543, sync, Random Direction
183, 1, 0, 1805664996, sync, GetNextBuyablePlot picker
183, 1, 0, 1207313229, sync, GetNextBuyablePlot picker
183, 1, 0, 2099031554, sync, GetNextBuyablePlot picker
183, 1, 0, 432464659, sync, GetNextBuyablePlot picker
183, 1, 0, 110143824, sync, GetNextBuyablePlot picker
183, 1, 0, 588162889, sync, GetNextBuyablePlot picker
183, 3, 0, 1336649806, sync, GetNextBuyablePlot picker
183, 1, 0, 867343727, sync, GetNextBuyablePlot picker
183, 1, 0, 1642007164, sync, GetNextBuyablePlot picker
183, 20, 14, 957443845, sync, Random Direction
183, 51, 39, 3206413146, sync, Random Direction
183, 16, 8, 3287654795, sync, Random Direction
183, 15, 7, 2203079272, sync, Random Direction
183, 1, 0, 2260661889, sync, Random Direction
183, 32, 23, 4147147558, sync, Random Direction
183, 18, 0, 3088763751, sync, Random Direction
183, 26, 5, 101461268, sync, Random Direction
183, 27, 8, 979597757, sync, Random Direction
183, 22, 19, 1352702898, sync, Random Direction
183, 12, 11, 3783177987, sync, Random Direction
183, 25, 15, 3993568896, sync, Random Direction
183, 27, 0, 2698179769, sync, Random Direction
183, 46, 34, 7913726, sync, Random Direction
183, 10, 2, 3232481375, sync, Random Direction
183, 42, 37, 1178077868, sync, Random Direction
183, 25, 10, 3861193589, sync, Random Direction
183, 32, 21, 1880878858, sync, Random Direction
183, 10, 4, 2859860859, sync, Random Direction
183, 40, 5, 1970349464, sync, Random Direction
183, 23, 0, 640778737, sync, Random Direction
183, 5, 0, 168948182, sync, Random Direction
183, 55, 52, 584539223, sync, Random Direction
183, 16, 0, 4129227588, sync, Random Direction
183, 40, 1, 147541037, sync, Random Direction
183, 34, 1, 127096162, sync, Random Direction
183, 36, 31, 160130803, sync, Random Direction
183, 24, 21, 3702198192, sync, Random Direction
183, 5, 2, 3854401065, sync, Random Direction
183, 3, 2, 2329241006, sync, Random Direction
183, 73, 25, 4100685647, sync, Random Direction
183, 38, 6, 1487501020, sync, Random Direction
183, 52, 3, 747033573, sync, Random Direction
183, 29, 23, 303443642, sync, Random Direction
183, 29, 3, 3549086059, sync, Random Direction
183, 5, 2, 482682056, sync, BT Research Choice
183, 2, 0, 2346043745, sync, GetNextBuyablePlot picker
183, 34, 24, 258505862, sync, Random Direction
183, 19, 6, 3138521415, sync, Random Direction
183, 7, 0, 1500235124, sync, Random Direction
183, 5, 0, 348428957, sync, Random Direction
183, 1, 0, 826268434, sync, GetNextBuyablePlot picker
183, 7, 4, 1859908323, sync, Random Direction
183, 9, 3, 3057239264, sync, Random Direction
183, 8, 5, 1440039833, sync, Random Direction
183, 8, 0, 2814154334, sync, Random Direction
183, 21, 9, 198236735, sync, Random Direction
183, 5, 0, 1982222092, sync, Random Direction
183, 5, 2, 699236437, sync, Random Direction
183, 1, 0, 1924643434, sync, GetNextBuyablePlot picker
183, 8, 5, 3942832987, sync, Random Direction
183, 34, 24, 2993639416, sync, Random Direction
183, 5, 2, 3046296785, sync, BT Research Choice
183, 3, 1, 2223969078, sync, GetNextBuyablePlot picker
183, 4, 1, 2592723511, sync, Random Direction
183, 9, 7, 1480946596, sync, Random Direction
183, 3, 0, 3550897421, sync, Random Direction
183, 3, 1, 1169239234, sync, Random Direction
183, 1, 0, 2283756243, sync, Random Direction
183, 3, 2, 1429743120, sync, Random Direction
183, 7, 5, 3839968521, sync, Random Direction
183, 7, 5, 3303625486, sync, Random Direction
183, 1, 0, 3111833903, sync, GetNextBuyablePlot picker
183, 8, 6, 509711164, sync, Random Direction
183, 3, 1, 3335530693, sync, Random Direction
183, 3, 2, 2691404314, sync, Random Direction
183, 10, 4, 2926399819, sync, Random Direction
183, 3, 1, 2119345960, sync, GetNextBuyablePlot picker
183, 5, 2, 1762626625, sync, Random Direction
183, 6, 1, 1939912166, sync, Random Direction
183, 9, 3, 1220392743, sync, Random Direction
183, 11, 2, 1438584276, sync, Random Direction
183, 4, 1, 1049078653, sync, Random Direction
183, 8, 2, 1437747826, sync, Random Direction
183, 6, 4, 1438949059, sync, Random Direction
183, 7, 3, 3135845184, sync, Random Direction
183, 3, 2, 2254996089, sync, GetNextBuyablePlot picker
183, 15, 1, 3033963454, sync, Random Direction
183, 9, 5, 365454367, sync, Random Direction
183, 2, 0, 2748203884, sync, Random Direction
183, 1, 0, 686148917, sync, GetNextBuyablePlot picker
183, 25, 21, 2589767114, sync, Random Direction
183, 47, 1, 3709412155, sync, Random Direction
183, 30, 19, 118631000, sync, Random Direction
183, 3, 0, 2746419121, sync, GetNextBuyablePlot picker
183, 4, 2, 595092630, sync, Random Direction
183, 1, 0, 2867640343, sync, GetNextBuyablePlot picker
183, 7, 1, 531338244, sync, Random Direction
183, 33, 24, 1111453165, sync, Random Direction
183, 23, 7, 3134075938, sync, Random Direction
183, 36, 8, 1375387315, sync, Random Direction
184, 1, 0, 1062202480, sync, GetNextBuyablePlot picker
184, 2, 0, 2645687273, sync, GetNextBuyablePlot picker
184, 2, 1, 1589604462, sync, GetNextBuyablePlot picker
184, 2, 0, 2396558095, sync, GetNextBuyablePlot picker
184, 1, 0, 1537171356, sync, GetNextBuyablePlot picker
184, 3, 0, 547712421, sync, GetNextBuyablePlot picker
184, 1, 0, 7742842, sync, GetNextBuyablePlot picker
184, 2, 0, 672485675, sync, GetNextBuyablePlot picker
184, 1, 0, 1108400520, sync, GetNextBuyablePlot picker
184, 1, 0, 178536225, sync, GetNextBuyablePlot picker
184, 1, 0, 3350273862, sync, GetNextBuyablePlot picker
184, 4, 0, 4095071495, sync, GetNextBuyablePlot picker
184, 216, 39, 513672756, sync, Rolling Espionage Result
184, 11, 8, 795126877, sync, Random Promotion
184, 10, 3, 3343903186, sync, Random Promotion
184, 9, 6, 1622194851, sync, Random Promotion
184, 2, 0, 3241103776, sync, GetNextBuyablePlot picker
184, 4, 1, 1841607001, sync, GetNextBuyablePlot picker
184, 1, 0, 1855901982, sync, GetNextBuyablePlot picker
184, 1, 0, 3632946687, sync, GetNextBuyablePlot picker
184, 2, 1, 3452430284, sync, GetNextBuyablePlot picker
184, 1, 0, 2592475669, sync, GetNextBuyablePlot picker
184, 1, 0, 3278037290, sync, GetNextBuyablePlot picker
184, 2, 1, 573627163, sync, GetNextBuyablePlot picker
184, 100, 35, 3279008952, sync, City Rebellion Roll
184, 1, 0, 1523200657, sync, GetNextBuyablePlot picker
184, 100, 58, 816178678, sync, City Rebellion Roll
184, 1, 0, 2499284471, sync, GetNextBuyablePlot picker
184, 2, 0, 2246665316, sync, GetNextBuyablePlot picker
184, 1, 0, 709781197, sync, GetNextBuyablePlot picker
184, 1, 0, 1984064386, sync, GetNextBuyablePlot picker
184, 1, 0, 3214250643, sync, GetNextBuyablePlot picker
184, 2, 1, 3591004880, sync, Generating a random new Great Person
184, 11, 0, 2305270473, sync, Random Promotion
184, 10, 8, 87014862, sync, Random Promotion
184, 9, 8, 3699164399, sync, Random Promotion
184, 2, 0, 3841645564, sync, GetNextBuyablePlot picker
184, 1, 0, 247374469, sync, GetNextBuyablePlot picker
184, 1, 0, 3566069978, sync, GetNextBuyablePlot picker
184, 1, 0, 804962571, sync, GetNextBuyablePlot picker
184, 1, 0, 3994532840, sync, GetNextBuyablePlot picker
184, 1, 0, 3637240321, sync, GetNextBuyablePlot picker
184, 4, 0, 2071050406, sync, GetNextBuyablePlot picker
184, 1, 0, 739402471, sync, GetNextBuyablePlot picker
184, 1, 0, 2208345748, sync, GetNextBuyablePlot picker
184, 55, 5, 2601753917, sync, Choosing a City Name
184, 3, 2, 460372274, sync, GetNextBuyablePlot picker
184, 2, 1, 4128786051, sync, GetNextBuyablePlot picker
184, 1, 0, 4196671488, sync, GetNextBuyablePlot picker
184, 53, 21, 1126289465, sync, Random Direction
184, 1, 0, 1743599230, sync, Random Direction
184, 7, 0, 2853095391, sync, Random Direction
184, 16, 15, 514538540, sync, Random Direction
184, 24, 20, 4047910645, sync, Random Direction
184, 13, 6, 3592567946, sync, Random Direction
184, 23, 3, 2009203451, sync, Random Direction
184, 1, 0, 598077208, sync, Random Direction
184, 1, 0, 3239071089, sync, Random Direction
184, 19, 8, 3253704534, sync, Random Direction
184, 1, 0, 1973670871, sync, Random Direction
184, 11, 6, 1888937156, sync, Random Direction
184, 12, 0, 2643152813, sync, Random Direction
184, 20, 15, 325440226, sync, Random Direction
184, 13, 9, 3311916659, sync, Random Direction
184, 13, 1, 3229583664, sync, Random Direction
184, 14, 9, 490355113, sync, Random Direction
184, 23, 9, 2970762030, sync, Random Direction
184, 25, 18, 1717528271, sync, Random Direction
184, 12, 1, 3138127964, sync, Random Direction
184, 21, 16, 567527269, sync, Random Direction
184, 1, 0, 3406486586, sync, GetNextBuyablePlot picker
184, 1, 0, 3516244203, sync, GetNextBuyablePlot picker
184, 2, 1, 4101983816, sync, GetNextBuyablePlot picker
184, 1, 0, 3082712289, sync, GetNextBuyablePlot picker
184, 1, 0, 3401220614, sync, GetNextBuyablePlot picker
184, 1, 0, 1001087175, sync, GetNextBuyablePlot picker
184, 2, 0, 6227700, sync, GetNextBuyablePlot picker
184, 1, 0, 1900838429, sync, GetNextBuyablePlot picker
184, 2, 0, 1936504978, sync, GetNextBuyablePlot picker
184, 12, 0, 410206819, sync, Unit Combat Damage
184, 12, 2, 48209504, sync, Unit Combat Damage
184, 12, 5, 968351513, sync, Unit Combat Damage
184, 12, 2, 2140785630, sync, Unit Combat Damage
184, 36, 33, 1011720639, sync, Random Direction
184, 6, 2, 3977265292, sync, Random Direction
184, 4, 3, 1541297109, sync, Random Direction
184, 1, 0, 3337799658, sync, Random Direction
184, 1, 0, 3074726619, sync, Random Direction
184, 34, 7, 1338431864, sync, Random Direction
184, 1, 0, 951933009, sync, Random Direction
184, 1, 0, 3106764982, sync, Random Direction
184, 19, 8, 1172834743, sync, Random Direction
184, 30, 27, 1900811556, sync, Random Direction
184, 1, 0, 3920504973, sync, Random Direction
184, 1, 0, 3113249346, sync, Random Direction
184, 1, 0, 4092168787, sync, Random Direction
184, 1, 0, 298278800, sync, Random Direction
184, 1, 0, 3395403913, sync, Generating a random new Great Person
184, 2, 0, 2805917838, sync, GetNextBuyablePlot picker
184, 5, 0, 1282963631, sync, GetNextBuyablePlot picker
184, 1, 0, 174777532, sync, GetNextBuyablePlot picker
184, 1, 0, 2795297861, sync, GetNextBuyablePlot picker
184, 3, 0, 2655322010, sync, GetNextBuyablePlot picker
184, 1, 0, 878571723, sync, GetNextBuyablePlot picker
184, 1, 0, 3009384616, sync, GetNextBuyablePlot picker
184, 1, 0, 129234881, sync, GetNextBuyablePlot picker
