Game Turn, From, To, Initiator, Type, SubType, Message
191, 0, 1, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
191, 0, 1, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Immediately
191, 1, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Adding to pending
191, 1, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
191, 1, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Immediately
191, 0, 1, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
191, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Adding to pending
191, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Broadcasting
191, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
191, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Processing Immediately
191, 1, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Adding to pending
191, 1, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Statement
191, 1, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Immediately
191, 1, 0, 0, MAKE_DEAL, AI_REFUSE_DEAL, NEGATIVE, Processing Statement
191, 1, 0, 0, MAKE_DEAL, AI_REFUSE_DEAL, NEGATIVE, Processing Immediately
191, 1, 0, 0, MAKE_DEAL, POSITIVE, POSITIVE, Processing Statement
191, 1, 0, 0, MAKE_DEAL, POSITIVE, POSITIVE, Processing Immediately
191, 0, 1, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Adding to pending
191, 0, 1, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Broadcasting
191, 0, 1, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
191, 0, 1, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Immediately
191, 1, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Adding to pending
191, 1, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
191, 1, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Immediately
191, 0, 1, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
191, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Adding to pending
191, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Broadcasting
191, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
191, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Processing Immediately
191, 1, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Adding to pending
191, 1, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Statement
191, 1, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Immediately
191, 0, 1, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
191, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Adding to pending
191, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Broadcasting
191, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
191, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Processing Immediately
191, 1, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Adding to pending
191, 1, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Statement
191, 1, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Immediately
191, 0, 4, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
191, 0, 4, 0, MAKE_DEAL, NONE, INITIAL, Adding to pending
191, 0, 4, 0, MAKE_DEAL, NONE, INITIAL, Broadcasting
191, 0, 4, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
191, 0, 4, 0, MAKE_DEAL, NONE, INITIAL, Processing Immediately
191, 4, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Adding to pending
191, 4, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Statement
191, 4, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Immediately
191, 0, 6, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
191, 0, 6, 0, MAKE_DEAL, NONE, INITIAL, Adding to pending
191, 0, 6, 0, MAKE_DEAL, NONE, INITIAL, Broadcasting
191, 0, 6, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
191, 0, 6, 0, MAKE_DEAL, NONE, INITIAL, Processing Immediately
191, 6, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Adding to pending
191, 6, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Statement
191, 6, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Immediately
191, 6, 0, 0, MAKE_DEAL, AI_REFUSE_DEAL, NEGATIVE, Processing Statement
191, 6, 0, 0, MAKE_DEAL, AI_REFUSE_DEAL, NEGATIVE, Processing Immediately
191, 6, 0, 0, MAKE_DEAL, POSITIVE, POSITIVE, Processing Statement
191, 6, 0, 0, MAKE_DEAL, POSITIVE, POSITIVE, Processing Immediately
191, 0, 6, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Adding to pending
191, 0, 6, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Broadcasting
191, 0, 6, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
191, 0, 6, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Immediately
191, 6, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Adding to pending
191, 6, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
191, 6, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Immediately
191, 0, 6, -1, DECLARE_FRIEND, NONE, INITIAL, Requesting Session (A)
191, 0, 6, 0, DECLARE_FRIEND, NONE, INITIAL, Adding to pending
191, 0, 6, 0, DECLARE_FRIEND, NONE, INITIAL, Broadcasting
191, 0, 6, 0, DECLARE_FRIEND, NONE, INITIAL, Processing Statement
191, 0, 6, 0, DECLARE_FRIEND, NONE, INITIAL, Processing Immediately
191, 6, 0, 0, DECLARE_FRIEND, AI_REFUSE_DEAL, NEGATIVE, Adding to pending
191, 6, 0, 0, DECLARE_FRIEND, AI_REFUSE_DEAL, NEGATIVE, Processing Statement
191, 6, 0, 0, DECLARE_FRIEND, AI_REFUSE_DEAL, NEGATIVE, Processing Immediately
191, 0, 6, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
191, 0, 6, 0, MAKE_DEAL, NONE, INITIAL, Adding to pending
191, 0, 6, 0, MAKE_DEAL, NONE, INITIAL, Broadcasting
191, 0, 6, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
191, 0, 6, 0, MAKE_DEAL, NONE, INITIAL, Processing Immediately
191, 6, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Adding to pending
191, 6, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Statement
191, 6, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Immediately
191, 0, 6, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
191, 0, 6, 0, MAKE_DEAL, NONE, INITIAL, Adding to pending
191, 0, 6, 0, MAKE_DEAL, NONE, INITIAL, Broadcasting
191, 0, 6, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
191, 0, 6, 0, MAKE_DEAL, NONE, INITIAL, Processing Immediately
191, 6, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Adding to pending
191, 6, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Statement
191, 6, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Immediately
191, 0, 6, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
191, 0, 6, 0, MAKE_DEAL, NONE, INITIAL, Adding to pending
191, 0, 6, 0, MAKE_DEAL, NONE, INITIAL, Broadcasting
191, 0, 6, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
191, 0, 6, 0, MAKE_DEAL, NONE, INITIAL, Processing Immediately
191, 6, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Adding to pending
191, 6, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Statement
191, 6, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Immediately
191, 0, 5, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
191, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Adding to pending
191, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Broadcasting
191, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
191, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Processing Immediately
191, 5, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Adding to pending
191, 5, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Statement
191, 5, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Immediately
191, 0, 2, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
191, 0, 2, 0, MAKE_DEAL, NONE, INITIAL, Adding to pending
191, 0, 2, 0, MAKE_DEAL, NONE, INITIAL, Broadcasting
191, 0, 2, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
191, 0, 2, 0, MAKE_DEAL, NONE, INITIAL, Processing Immediately
191, 2, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Adding to pending
191, 2, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Statement
191, 2, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Immediately
191, 0, 7, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
191, 0, 7, 0, MAKE_DEAL, NONE, INITIAL, Adding to pending
191, 0, 7, 0, MAKE_DEAL, NONE, INITIAL, Broadcasting
191, 0, 7, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
191, 0, 7, 0, MAKE_DEAL, NONE, INITIAL, Processing Immediately
191, 7, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Adding to pending
191, 7, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Statement
191, 7, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Immediately
191, 1, 0, -1, DIPLOMATIC_KUDO, NONE, 00000000, Requesting Session (B)
191, 1, 0, 1, DIPLOMATIC_KUDO, NONE, INITIAL, Adding to pending
191, 1, 2, ?, DENOUNCE, ffffffff, ?, Processing Action From AI to AI
191, 1, 0, 1, DIPLOMATIC_KUDO, NONE, INITIAL, Processing Statement
191, 1, 0, 1, DIPLOMATIC_KUDO, NONE, INITIAL, Processing Immediately
191, 1, 2, -1, DIPLOMATIC_WARNING, NONE, 00000000, Requesting Session (B)
191, 1, 2, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
191, 1, 2, -1, DIPLOMATIC_WARNING, NONE, INITIAL, Requesting session between two AIs!
192, 0, 1, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
192, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Adding to pending
192, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Broadcasting
192, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
192, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Processing Immediately
192, 1, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Adding to pending
192, 1, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Statement
192, 1, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Immediately
192, 0, 5, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
192, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Adding to pending
192, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Broadcasting
192, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
192, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Processing Immediately
192, 5, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Adding to pending
192, 5, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Statement
192, 5, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Immediately
192, 5, 0, 0, MAKE_DEAL, AI_REFUSE_DEAL, NEGATIVE, Processing Statement
192, 5, 0, 0, MAKE_DEAL, AI_REFUSE_DEAL, NEGATIVE, Processing Immediately
192, 5, 0, 0, MAKE_DEAL, NONE, 00000000, Processing Statement
192, 5, 0, 0, MAKE_DEAL, NONE, 00000000, Processing Immediately
192, 0, 5, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
192, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Adding to pending
192, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Broadcasting
192, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
192, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Processing Immediately
192, 5, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Adding to pending
192, 5, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Statement
192, 5, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Immediately
192, 5, 0, 0, MAKE_DEAL, AI_REFUSE_DEAL, NEGATIVE, Processing Statement
192, 5, 0, 0, MAKE_DEAL, AI_REFUSE_DEAL, NEGATIVE, Processing Immediately
192, 5, 0, 0, MAKE_DEAL, NONE, 00000000, Processing Statement
192, 5, 0, 0, MAKE_DEAL, NONE, 00000000, Processing Immediately
192, 0, 6, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
192, 0, 6, 0, MAKE_DEAL, NONE, INITIAL, Adding to pending
192, 0, 6, 0, MAKE_DEAL, NONE, INITIAL, Broadcasting
192, 0, 6, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
192, 0, 6, 0, MAKE_DEAL, NONE, INITIAL, Processing Immediately
192, 6, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Adding to pending
192, 6, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Statement
192, 6, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Immediately
192, 1, 0, -1, MAKE_DEAL, NONE, 00000000, Requesting Session (B)
192, 1, 0, 1, MAKE_DEAL, NONE, INITIAL, Adding to pending
192, 1, 0, 1, MAKE_DEAL, NONE, INITIAL, Processing Statement
192, 1, 0, 1, MAKE_DEAL, NONE, INITIAL, Processing Immediately
192, 1, 0, -1, MAKE_DEAL, AI_REFUSE_DEAL, NEGATIVE, Processing Statement
192, 1, 0, -1, MAKE_DEAL, AI_REFUSE_DEAL, NEGATIVE, Processing Immediately
192, 1, 0, -1, MAKE_DEAL, AI_REFUSE_DEAL, NEGATIVE, Processing Statement
192, 1, 0, -1, MAKE_DEAL, AI_REFUSE_DEAL, NEGATIVE, Processing Immediately
192, 1, 0, -1, MAKE_DEAL, POSITIVE, POSITIVE, Processing Statement
192, 1, 0, -1, MAKE_DEAL, POSITIVE, POSITIVE, Processing Immediately
192, 0, 1, 1, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Adding to pending
192, 0, 1, 1, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Broadcasting
192, 0, 1, 1, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
192, 0, 1, 1, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Immediately
192, 1, 0, 1, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Adding to pending
192, 1, 0, 1, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
192, 1, 0, 1, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Immediately
192, 4, 0, -1, MAKE_DEAL, NONE, 00000000, Requesting Session (B)
192, 4, 0, 4, MAKE_DEAL, NONE, INITIAL, Adding to pending
192, 4, 0, 4, MAKE_DEAL, NONE, INITIAL, Processing Statement
192, 4, 0, 4, MAKE_DEAL, NONE, INITIAL, Processing Immediately
192, 0, 4, 4, MAKE_DEAL, NONE, NEGATIVE, Adding to pending
192, 0, 4, 4, MAKE_DEAL, NONE, NEGATIVE, Broadcasting
192, 0, 4, 4, MAKE_DEAL, NONE, NEGATIVE, Processing Statement
192, 0, 4, 4, MAKE_DEAL, NONE, NEGATIVE, Processing Immediately
192, 4, 0, 4, MAKE_DEAL, HUMAN_REFUSE_DEAL, NEGATIVE, Adding to pending
192, 4, 0, 4, MAKE_DEAL, HUMAN_REFUSE_DEAL, NEGATIVE, Processing Statement
192, 4, 0, 4, MAKE_DEAL, HUMAN_REFUSE_DEAL, NEGATIVE, Processing Immediately
193, 5, 4, -1, WARNING_TOO_MANY_TROOPS_NEAR_ME, NONE, 00000000, Requesting Session (B)
193, 5, 4, ?, MAKE_PROMISE, 46209c01, ?, Processing Action From AI to AI
193, 5, 4, -1, WARNING_TOO_MANY_TROOPS_NEAR_ME, NONE, INITIAL, Requesting session between two AIs!
194, 5, 4, -1, DIPLOMATIC_KUDO, NONE, 00000000, Requesting Session (B)
194, 5, 4, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
194, 5, 4, -1, DIPLOMATIC_KUDO, NONE, INITIAL, Requesting session between two AIs!
194, 0, 1, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
194, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Adding to pending
194, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Broadcasting
194, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
194, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Processing Immediately
194, 1, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Adding to pending
194, 1, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Statement
194, 1, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Immediately
194, 0, 5, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
194, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Adding to pending
194, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Broadcasting
194, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
194, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Processing Immediately
194, 5, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Adding to pending
194, 5, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Statement
194, 5, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Immediately
195, 5, 0, 0, MAKE_DEAL, AI_REFUSE_DEAL, NEGATIVE, Processing Statement
195, 5, 0, 0, MAKE_DEAL, AI_REFUSE_DEAL, NEGATIVE, Processing Immediately
195, 4, 6, -1, WARNING_DONT_SETTLE_NEAR_ME, NONE, 00000000, Requesting Session (B)
195, 4, 6, ?, MAKE_PROMISE, fadf5055, ?, Processing Action From AI to AI
195, 4, 6, -1, WARNING_DONT_SETTLE_NEAR_ME, NONE, INITIAL, Requesting session between two AIs!
195, 7, 5, ?, DENOUNCE, ffffffff, ?, Processing Action From AI to AI
196, 1, 0, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to Human
196, 1, 0, 1, RESIDENT_EMBASSY, NONE, 00000000, Requesting Session (B)
196, 1, 0, 1, RESIDENT_EMBASSY, NONE, INITIAL, Adding to pending
196, 1, 0, 1, RESIDENT_EMBASSY, NONE, INITIAL, Processing Statement
196, 1, 0, 1, RESIDENT_EMBASSY, NONE, INITIAL, Processing Immediately
196, 0, 1, 1, RESIDENT_EMBASSY, NONE, POSITIVE, Adding to pending
196, 0, 1, 1, RESIDENT_EMBASSY, NONE, POSITIVE, Broadcasting
196, 0, 1, 1, RESIDENT_EMBASSY, NONE, POSITIVE, Processing Statement
196, 0, 1, 1, RESIDENT_EMBASSY, NONE, POSITIVE, Processing Immediately
196, 1, 0, ?, SET_EMBASSY, ffffffff, ?, Sending Action
196, 1, 0, 1, RESIDENT_EMBASSY, HUMAN_ACCEPT_DEAL, POSITIVE, Adding to pending
196, 1, 0, 1, RESIDENT_EMBASSY, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
196, 1, 0, 1, RESIDENT_EMBASSY, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Immediately
196, 1, 0, ?, SET_EMBASSY, ffffffff, ?, Processing Action
197, 0, 5, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
197, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Adding to pending
197, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Broadcasting
197, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
197, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Processing Immediately
197, 5, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Adding to pending
197, 5, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Statement
197, 5, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Immediately
197, 5, 0, 0, MAKE_DEAL, AI_REFUSE_DEAL, NEGATIVE, Processing Statement
197, 5, 0, 0, MAKE_DEAL, AI_REFUSE_DEAL, NEGATIVE, Processing Immediately
197, 5, 0, 0, MAKE_DEAL, POSITIVE, POSITIVE, Processing Statement
197, 5, 0, 0, MAKE_DEAL, POSITIVE, POSITIVE, Processing Immediately
197, 0, 5, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Adding to pending
197, 0, 5, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Broadcasting
197, 0, 5, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
197, 0, 5, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Immediately
197, 5, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Adding to pending
197, 5, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
197, 5, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Immediately
197, 0, 5, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
197, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Adding to pending
197, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Broadcasting
197, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
197, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Processing Immediately
197, 5, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Adding to pending
197, 5, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Statement
197, 5, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Immediately
197, 0, 5, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
197, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Adding to pending
197, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Broadcasting
197, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
197, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Processing Immediately
197, 5, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Adding to pending
197, 5, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Statement
197, 5, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Immediately
197, 5, 0, 0, MAKE_DEAL, AI_REFUSE_DEAL, NEGATIVE, Processing Statement
197, 5, 0, 0, MAKE_DEAL, AI_REFUSE_DEAL, NEGATIVE, Processing Immediately
197, 5, 0, 0, MAKE_DEAL, POSITIVE, POSITIVE, Processing Statement
197, 5, 0, 0, MAKE_DEAL, POSITIVE, POSITIVE, Processing Immediately
197, 0, 5, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Adding to pending
197, 0, 5, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Broadcasting
197, 0, 5, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
197, 0, 5, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Immediately
197, 5, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Adding to pending
197, 5, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
197, 5, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Immediately
197, 0, 6, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
197, 0, 6, 0, MAKE_DEAL, NONE, INITIAL, Adding to pending
197, 0, 6, 0, MAKE_DEAL, NONE, INITIAL, Broadcasting
197, 0, 6, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
197, 0, 6, 0, MAKE_DEAL, NONE, INITIAL, Processing Immediately
197, 6, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Adding to pending
197, 6, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Statement
197, 6, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Immediately
197, 0, 4, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
197, 0, 4, 0, MAKE_DEAL, NONE, INITIAL, Adding to pending
197, 0, 4, 0, MAKE_DEAL, NONE, INITIAL, Broadcasting
197, 0, 4, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
197, 0, 4, 0, MAKE_DEAL, NONE, INITIAL, Processing Immediately
197, 4, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Adding to pending
197, 4, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Statement
197, 4, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Immediately
197, 2, 4, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
197, 2, 4, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
197, 2, 4, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
197, 5, 2, ?, DENOUNCE, ffffffff, ?, Processing Action From AI to AI
198, 5, 6, ?, DENOUNCE, ffffffff, ?, Processing Action From AI to AI
198, 7, 5, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, 00000000, Requesting Session (B)
198, 7, 5, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
198, 7, 5, -1, DIPLOMATIC_HIDDEN_AGENDA_WARNING, NONE, INITIAL, Requesting session between two AIs!
199, 0, 5, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
199, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Adding to pending
199, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Broadcasting
199, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
199, 0, 5, 0, MAKE_DEAL, NONE, INITIAL, Processing Immediately
199, 5, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Adding to pending
199, 5, 0, 0, MAKE_DEAL, NONE, ACKNOWLEDGE, Processing Statement
