Game Turn, Player, Score, CATEGORY_CIVICS, CATEGORY_EMPIRE, CATEGORY_GREAT_PEOPLE, CATEGORY_RELIGION, CATEGORY_TECH, CATEGORY_WONDER, CATEGORY_TRADE, CATEGORY_PILLAGE, CATEGORY_INCOME, CATEGORY_SCENARIO1, CATEGORY_SCENARIO2, CATEGORY_SCENARIO3
277, 1, 779, 136, 411, 30, 0, 162, 40, 0, 0, 0, 0, 0, 0
277, 2, 645, 88, 374, 21, 8, 134, 20, 0, 0, 0, 0, 0, 0
277, 4, 687, 102, 387, 33, 0, 150, 15, 0, 0, 0, 0, 0, 0
277, 5, 737, 132, 388, 33, 8, 136, 40, 0, 0, 0, 0, 0, 0
277, 6, 831, 130, 475, 60, 8, 138, 20, 0, 0, 0, 0, 0, 0
277, 7, 566, 100, 293, 12, 8, 138, 15, 0, 0, 0, 0, 0, 0
277, 9, 226, 66, 24, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0
277, 10, 223, 66, 21, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0
277, 12, 208, 54, 18, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0
277, 14, 229, 70, 23, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0
277, 15, 230, 68, 26, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0
277, 16, 215, 54, 25, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0
277, 20, 232, 72, 24, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0
277, 21, 228, 66, 26, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0
277, 22, 222, 66, 20, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0
277, 24, 228, 68, 24, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0
277, 63, 238, 102, 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0
278, 0, 758, 136, 471, 21, 0, 130, 0, 0, 0, 0, 0, 0, 0
