[2018-01-04 07:31:52]	 ,            GameCoreEvent::PlayerTurnActivated, 13.04 ms
[2018-01-04 07:31:52]	 ,                LuaContext::WorldTracker, 15.06 ms
[2018-01-04 07:31:52]	 ,                LuaContext::CivicsChooser, 65.82 ms
[2018-01-04 07:31:53]	 ,                LuaContext::ResearchChooser, 37.58 ms
[2018-01-04 07:31:53]	 ,            SerialEvent::GameCoreEventPublishComplete, 118.60 ms
[2018-01-04 07:31:53]	 ,        Civ6App_PublishGameCoreEvents, 242.45 ms
[2018-01-04 07:31:53]	 ,    Civ6App_PublishEvents, 242.46 ms
[2018-01-04 07:31:53]	 ,----- FRAME: 11672 time: 316.28ms Moving avg: 38.17ms 24 frames since last 
[2018-01-04 07:31:53]	 ,                AsyncUpdateManager_Update, 11.85 ms
[2018-01-04 07:31:53]	 ,                ClutterContext_Update, 45.20 ms
[2018-01-04 07:31:53]	 ,            WorldView_Update, 61.68 ms
[2018-01-04 07:31:53]	 ,----- FRAME: 11674 time: 95.56ms Moving avg: 39.85ms 3 frames since last 
[2018-01-04 07:31:53]	 ,                AsyncUpdateManager_Update, 13.01 ms
[2018-01-04 07:31:53]	 ,----- FRAME: 11676 time: 49.15ms Moving avg: 41.32ms 3 frames since last 
[2018-01-04 07:31:58]	 ,            UIUpdateJob_Render, 60.65 ms
[2018-01-04 07:31:59]	 ,----- FRAME: 11816 time: 90.60ms Moving avg: 39.04ms 141 frames since last 
[2018-01-04 07:32:17]	 ,                    LuaContext::CityBannerManager, 5.43 ms
[2018-01-04 07:32:17]	 ,                GameCoreEvent::GovernmentPolicyChanged, 5.79 ms
[2018-01-04 07:32:17]	 ,                    LuaContext::CityBannerManager, 5.51 ms
[2018-01-04 07:32:17]	 ,                GameCoreEvent::GovernmentPolicyChanged, 5.71 ms
[2018-01-04 07:32:17]	 ,                    LuaContext::CityBannerManager, 5.98 ms
[2018-01-04 07:32:17]	 ,                GameCoreEvent::GovernmentPolicyChanged, 6.20 ms
[2018-01-04 07:32:17]	 ,                    LuaContext::CityBannerManager, 5.49 ms
[2018-01-04 07:32:17]	 ,                GameCoreEvent::GovernmentPolicyChanged, 5.77 ms
[2018-01-04 07:32:17]	 ,                GameCoreEvent::GovernmentPolicyChanged, 5.08 ms
[2018-01-04 07:32:17]	 ,                GameCoreEvent::GovernmentPolicyChanged, 5.07 ms
[2018-01-04 07:32:17]	 ,                    LuaContext::CityBannerManager, 6.02 ms
[2018-01-04 07:32:17]	 ,                GameCoreEvent::GovernmentPolicyChanged, 6.25 ms
