Game Turn, Player, Num Cities, Population, Techs, Civics, Land Units, corps, Armies, Naval Units, TILES: Owned, Improved, BALANCE: Gold, Faith, YIELDS: Science, Culture, Gold, Faith, Production, Food, BY TYPE: Tiles, Buildings, Districts, Population, Outg
190, CIVILIZATION_VALLETTA, 1, 15, 48, 35, 3, 3, 0, 0, 15, 10, 525, 107, 9, 6, 12, 0, 2, 46, 15, 16, 1, 16, 14, 6
190, CIVILIZATION_AMSTERDAM, 1, 13, 49, 31, 4, 1, 0, 1, 13, 9, 2142, 116, 10, 6, 45, 1, 4, 39, 13, 20, 2, 13, 15, 6
190, CIVILIZATION_VILNIUS, 1, 9, 48, 32, 3, 2, 0, 0, 14, 10, 637, 18, 7, 8, 22, 0, 10, 22, 14, 19, 1, 8, 8, 6
190, CIVILIZATION_HATTUSA, 1, 11, 49, 33, 2, 0, 0, 2, 12, 8, 433, 286, 15, 7, 32, 1, 5, 26, 12, 17, 2, 11, 17, 24
191, CIVILIZATION_KONGO, 13, 102, 37, 38, 9, 1, 0, 2, 233, 27, 1757, 262, 128, 327, 457, 21, 167, 264, 233, 98, 29, 103, 200, 250
191, CIVILIZATION_SUMERIA, 11, 103, 64, 50, 14, 2, 3, 0, 243, 111, 1178, 477, 221, 307, 722, 46, 632, 343, 243, 367, 31, 102, 62, 302
191, CIVILIZATION_NORWAY, 10, 114, 49, 36, 3, 0, 0, 0, 194, 63, 390, 178, 119, 67, 446, 27, 420, 331, 194, 208, 36, 113, 26, 182
191, CIVILIZATION_ENGLAND, 11, 126, 53, 34, 20, 13, 1, 3, 217, 90, 995, 500, 219, 88, 1006, 22, 632, 450, 217, 359, 44, 125, 101, 256
191, CIVILIZATION_FRANCE, 10, 107, 50, 51, 24, 6, 9, 13, 279, 86, 2366, 443, 126, 354, 1260, 194, 527, 348, 279, 371, 35, 106, 68, 464
191, CIVILIZATION_BRAZIL, 13, 123, 49, 47, 15, 4, 2, 10, 272, 76, 2209, 557, 127, 252, 940, 126, 576, 316, 272, 307, 41, 122, 20, 282
191, CIVILIZATION_ARABIA, 9, 93, 42, 33, 43, 29, 0, 7, 185, 79, 6303, 500, 140, 90, 1230, 133, 451, 287, 185, 432, 31, 92, 37, 198
191, CIVILIZATION_ZANZIBAR, 1, 12, 50, 32, 3, 1, 0, 1, 13, 10, 2512, 85, 10, 6, 54, 0, 14, 26, 13, 29, 2, 11, 18, 16
191, CIVILIZATION_BUENOS_AIRES, 1, 10, 49, 31, 6, 0, 0, 1, 10, 8, 159, 48, 11, 5, 20, 0, 4, 26, 10, 15, 1, 10, 0, 6
191, CIVILIZATION_NAN_MADOL, 1, 7, 50, 26, 3, 0, 0, 0, 13, 6, 60, 35, 6, 12, 16, 0, 14, 12, 13, 23, 1, 6, 8, 10
191, CIVILIZATION_PRESLAV, 1, 15, 50, 34, 10, 8, 0, 0, 14, 12, 69, 95, 8, 5, 18, 0, 4, 47, 14, 15, 0, 16, 17, 12
191, CIVILIZATION_LA_VENTA, 1, 13, 47, 32, 4, 1, 0, 0, 13, 9, 491, 1943, 10, 6, 21, 15, 8, 30, 13, 26, 1, 13, 16, 6
191, CIVILIZATION_JAKARTA, 1, 15, 44, 26, 8, 0, 0, 0, 13, 10, 458, 40, 11, 6, 25, 0, 6, 42, 13, 23, 1, 16, 0, 0
191, CIVILIZATION_VALLETTA, 1, 15, 49, 35, 3, 3, 0, 0, 15, 11, 533, 107, 9, 6, 13, 0, 2, 49, 15, 16, 1, 16, 14, 6
191, CIVILIZATION_AMSTERDAM, 1, 13, 49, 31, 4, 1, 0, 1, 13, 9, 2177, 118, 10, 6, 45, 1, 4, 39, 13, 20, 2, 13, 15, 6
191, CIVILIZATION_VILNIUS, 1, 9, 49, 32, 3, 2, 0, 0, 14, 10, 647, 18, 7, 8, 22, 0, 10, 22, 14, 19, 1, 8, 8, 6
191, CIVILIZATION_HATTUSA, 1, 11, 49, 33, 2, 0, 0, 2, 12, 8, 436, 287, 14, 5, 22, 0, 5, 25, 12, 17, 2, 11, 0, 24
192, CIVILIZATION_KONGO, 13, 102, 37, 39, 9, 1, 0, 2, 236, 27, 532, 278, 130, 340, 470, 15, 178, 279, 236, 104, 29, 103, 236, 232
192, CIVILIZATION_SUMERIA, 11, 107, 64, 50, 13, 3, 3, 0, 244, 111, 1462, 524, 228, 311, 767, 46, 666, 363, 244, 367, 32, 106, 82, 302
192, CIVILIZATION_NORWAY, 10, 114, 49, 36, 3, 0, 0, 0, 194, 63, 700, 28, 119, 67, 446, 27, 447, 331, 194, 212, 36, 113, 26, 188
192, CIVILIZATION_ENGLAND, 11, 127, 54, 34, 20, 13, 1, 3, 218, 92, 1079, 522, 223, 87, 996, 21, 644, 462, 218, 362, 44, 126, 100, 256
192, CIVILIZATION_FRANCE, 10, 107, 50, 51, 24, 6, 9, 13, 281, 86, 1808, 637, 126, 358, 1266, 194, 524, 346, 281, 378, 35, 106, 68, 464
192, CIVILIZATION_BRAZIL, 13, 125, 49, 47, 16, 4, 2, 10, 273, 78, 2393, 328, 128, 257, 927, 126, 586, 317, 273, 309, 42, 124, 16, 296
192, CIVILIZATION_ARABIA, 9, 93, 42, 33, 41, 29, 1, 7, 185, 78, 7329, 488, 140, 90, 1230, 133, 464, 288, 185, 437, 31, 92, 40, 198
192, CIVILIZATION_ZANZIBAR, 1, 12, 50, 32, 3, 1, 0, 1, 13, 10, 2546, 86, 10, 6, 54, 0, 14, 26, 13, 29, 2, 11, 18, 16
192, CIVILIZATION_BUENOS_AIRES, 1, 10, 49, 31, 6, 0, 0, 1, 10, 8, 153, 48, 11, 5, 20, 0, 4, 26, 10, 15, 1, 10, 0, 6
192, CIVILIZATION_NAN_MADOL, 1, 7, 50, 26, 3, 0, 0, 0, 13, 6, 59, 35, 6, 12, 16, 0, 14, 12, 13, 23, 1, 6, 8, 10
192, CIVILIZATION_PRESLAV, 1, 15, 50, 34, 10, 8, 0, 0, 14, 12, 70, 95, 8, 5, 18, 0, 4, 47, 14, 15, 0, 16, 17, 12
192, CIVILIZATION_LA_VENTA, 1, 13, 47, 32, 4, 1, 0, 0, 13, 9, 501, 1958, 10, 6, 21, 15, 8, 36, 13, 32, 1, 13, 16, 6
192, CIVILIZATION_JAKARTA, 1, 15, 44, 26, 8, 0, 0, 0, 13, 10, 462, 40, 11, 6, 25, 0, 6, 42, 13, 23, 1, 16, 0, 0
192, CIVILIZATION_VALLETTA, 1, 15, 50, 35, 3, 3, 0, 0, 15, 12, 540, 107, 9, 6, 13, 0, 2, 54, 15, 16, 1, 16, 14, 6
192, CIVILIZATION_AMSTERDAM, 1, 13, 49, 31, 4, 1, 0, 1, 13, 9, 2211, 120, 10, 6, 45, 1, 4, 39, 13, 20, 2, 13, 15, 6
192, CIVILIZATION_VILNIUS, 1, 9, 49, 32, 3, 2, 0, 0, 14, 10, 658, 18, 7, 8, 22, 0, 10, 22, 14, 19, 1, 8, 8, 6
192, CIVILIZATION_HATTUSA, 1, 11, 49, 33, 2, 0, 0, 2, 12, 8, 449, 289, 15, 7, 32, 1, 5, 26, 12, 17, 2, 11, 17, 24
193, CIVILIZATION_KONGO, 13, 104, 37, 39, 9, 1, 0, 2, 238, 27, 154, 293, 134, 355, 482, 15, 186, 280, 238, 107, 29, 105, 211, 252
193, CIVILIZATION_SUMERIA, 11, 108, 65, 50, 13, 3, 3, 0, 244, 112, 1621, 571, 229, 311, 795, 46, 678, 364, 244, 370, 32, 107, 82, 302
193, CIVILIZATION_NORWAY, 10, 115, 49, 36, 3, 0, 0, 0, 194, 63, 1009, 54, 120, 68, 445, 27, 448, 331, 194, 212, 36, 114, 26, 188
193, CIVILIZATION_ENGLAND, 11, 128, 54, 34, 21, 13, 2, 3, 218, 92, 1482, 543, 219, 86, 988, 21, 668, 468, 218, 365, 44, 127, 107, 256
193, CIVILIZATION_FRANCE, 10, 108, 50, 51, 24, 6, 9, 13, 283, 88, 2555, 433, 127, 372, 1266, 195, 533, 353, 283, 380, 36, 107, 70, 474
193, CIVILIZATION_BRAZIL, 13, 126, 50, 47, 17, 4, 2, 10, 274, 78, 2581, 452, 127, 251, 934, 124, 590, 326, 274, 314, 42, 125, 29, 296
193, CIVILIZATION_ARABIA, 9, 94, 42, 33, 39, 27, 3, 6, 185, 78, 8225, 476, 141, 91, 1238, 133, 464, 289, 185, 437, 31, 93, 41, 198
193, CIVILIZATION_ZANZIBAR, 1, 12, 50, 32, 3, 1, 0, 1, 13, 10, 2580, 86, 10, 6, 54, 0, 14, 26, 13, 29, 2, 11, 18, 16
193, CIVILIZATION_BUENOS_AIRES, 1, 10, 49, 31, 6, 0, 0, 1, 10, 8, 148, 48, 11, 5, 20, 0, 4, 26, 10, 15, 1, 10, 0, 6
193, CIVILIZATION_NAN_MADOL, 1, 7, 51, 26, 3, 0, 0, 0, 13, 6, 58, 35, 6, 12, 16, 0, 14, 12, 13, 23, 1, 6, 8, 10
193, CIVILIZATION_PRESLAV, 1, 15, 51, 34, 10, 8, 0, 0, 14, 12, 70, 96, 8, 5, 18, 0, 4, 47, 14, 15, 0, 16, 17, 12
193, CIVILIZATION_LA_VENTA, 1, 13, 47, 32, 4, 1, 0, 0, 13, 9, 511, 1974, 10, 6, 21, 15, 8, 36, 13, 32, 1, 13, 16, 6
193, CIVILIZATION_JAKARTA, 1, 15, 44, 26, 8, 0, 0, 0, 13, 10, 465, 40, 11, 6, 25, 0, 6, 42, 13, 23, 1, 16, 0, 0
193, CIVILIZATION_VALLETTA, 1, 15, 50, 35, 3, 3, 0, 0, 15, 12, 547, 107, 9, 6, 13, 0, 2, 54, 15, 16, 1, 16, 14, 6
193, CIVILIZATION_AMSTERDAM, 1, 13, 49, 31, 4, 1, 0, 1, 13, 9, 2246, 122, 10, 6, 45, 1, 4, 39, 13, 20, 2, 13, 15, 6
193, CIVILIZATION_VILNIUS, 1, 9, 50, 32, 3, 2, 0, 0, 14, 10, 668, 18, 7, 8, 22, 0, 10, 22, 14, 19, 1, 8, 8, 6
193, CIVILIZATION_HATTUSA, 1, 11, 49, 33, 2, 0, 0, 2, 12, 8, 461, 291, 15, 7, 32, 1, 5, 26, 12, 17, 2, 11, 17, 24
194, CIVILIZATION_KONGO, 13, 104, 38, 39, 9, 1, 0, 2, 242, 27, 293, 308, 135, 355, 480, 15, 186, 281, 242, 107, 29, 104, 211, 252
194, CIVILIZATION_SUMERIA, 11, 110, 65, 50, 13, 3, 3, 0, 246, 113, 1928, 617, 231, 312, 795, 46, 683, 367, 246, 370, 32, 109, 82, 302
194, CIVILIZATION_NORWAY, 10, 115, 49, 36, 3, 0, 0, 0, 195, 62, 1296, 80, 120, 69, 438, 27, 443, 327, 195, 212, 36, 114, 17, 194
194, CIVILIZATION_ENGLAND, 11, 129, 55, 34, 19, 11, 2, 3, 219, 93, 754, 565, 224, 88, 1015, 21, 679, 473, 219, 370, 44, 128, 109, 256
194, CIVILIZATION_FRANCE, 10, 108, 51, 51, 24, 6, 9, 13, 283, 89, 2623, 630, 127, 376, 1275, 197, 544, 355, 283, 380, 36, 107, 70, 484
194, CIVILIZATION_BRAZIL, 13, 126, 50, 47, 18, 4, 2, 10, 274, 79, 2940, 311, 130, 251, 950, 124, 605, 331, 274, 324, 45, 125, 37, 302
194, CIVILIZATION_ARABIA, 9, 94, 42, 33, 38, 26, 4, 6, 186, 78, 9253, 459, 140, 96, 1232, 133, 481, 291, 186, 439, 31, 93, 48, 198
194, CIVILIZATION_ZANZIBAR, 1, 12, 51, 32, 3, 1, 0, 1, 13, 10, 2602, 86, 9, 5, 41, 0, 14, 26, 13, 29, 2, 11, 0, 16
194, CIVILIZATION_BUENOS_AIRES, 1, 10, 49, 31, 6, 0, 0, 1, 10, 8, 142, 48, 11, 5, 20, 0, 4, 27, 10, 15, 1, 10, 0, 6
194, CIVILIZATION_NAN_MADOL, 1, 7, 51, 26, 3, 0, 0, 0, 13, 6, 50, 35, 6, 12, 9, 0, 14, 11, 13, 23, 1, 6, 0, 10
194, CIVILIZATION_PRESLAV, 1, 15, 51, 34, 10, 8, 0, 0, 14, 12, 71, 97, 8, 5, 18, 0, 4, 47, 14, 15, 0, 16, 17, 12
194, CIVILIZATION_LA_VENTA, 1, 13, 48, 32, 4, 1, 0, 0, 13, 9, 521, 1989, 10, 6, 21, 15, 8, 36, 13, 32, 1, 13, 16, 6
194, CIVILIZATION_JAKARTA, 1, 15, 45, 26, 8, 0, 0, 0, 13, 10, 468, 40, 11, 6, 25, 0, 6, 42, 13, 23, 1, 16, 0, 0
194, CIVILIZATION_VALLETTA, 1, 15, 50, 35, 3, 3, 0, 0, 15, 12, 555, 107, 9, 6, 13, 0, 2, 54, 15, 16, 1, 16, 14, 6
194, CIVILIZATION_AMSTERDAM, 1, 13, 49, 31, 4, 1, 0, 1, 13, 9, 2280, 123, 10, 6, 45, 1, 4, 39, 13, 20, 2, 13, 15, 6
194, CIVILIZATION_VILNIUS, 1, 9, 50, 32, 3, 2, 0, 0, 14, 10, 679, 18, 7, 8, 22, 0, 10, 22, 14, 19, 1, 8, 8, 6
194, CIVILIZATION_HATTUSA, 1, 11, 49, 33, 2, 0, 0, 2, 12, 8, 474, 293, 15, 7, 32, 1, 5, 26, 12, 17, 2, 11, 17, 24
195, CIVILIZATION_KONGO, 13, 105, 39, 40, 9, 1, 0, 2, 244, 27, 432, 323, 137, 367, 493, 16, 189, 285, 244, 113, 29, 105, 235, 258
195, CIVILIZATION_SUMERIA, 11, 111, 66, 50, 13, 3, 3, 0, 246, 115, 2194, 667, 232, 312, 795, 49, 678, 369, 246, 374, 32, 110, 74, 302
195, CIVILIZATION_NORWAY, 10, 115, 49, 36, 3, 0, 0, 0, 195, 62, 1594, 107, 120, 69, 445, 27, 448, 329, 195, 212, 36, 114, 26, 194
195, CIVILIZATION_ENGLAND, 11, 130, 55, 34, 18, 10, 2, 3, 220, 93, 840, 587, 228, 90, 1029, 22, 705, 477, 220, 372, 44, 129, 109, 256
195, CIVILIZATION_FRANCE, 10, 109, 51, 51, 24, 6, 9, 13, 285, 91, 3401, 453, 128, 380, 1306, 198, 563, 361, 285, 383, 37, 108, 73, 488
195, CIVILIZATION_BRAZIL, 14, 128, 51, 48, 19, 4, 2, 10, 282, 79, 3304, 438, 132, 255, 994, 126, 588, 341, 282, 326, 45, 127, 44, 302
195, CIVILIZATION_ARABIA, 9, 94, 43, 33, 38, 26, 4, 7, 186, 78, 10284, 403, 139, 91, 1234, 133, 479, 293, 186, 439, 31, 93, 48, 198
195, CIVILIZATION_ZANZIBAR, 1, 12, 51, 32, 3, 1, 0, 1, 13, 10, 2641, 87, 10, 6, 59, 0, 14, 28, 13, 33, 2, 11, 18, 16
195, CIVILIZATION_BUENOS_AIRES, 1, 10, 49, 31, 6, 0, 0, 1, 10, 8, 136, 48, 11, 5, 20, 0, 4, 27, 10, 15, 1, 10, 0, 6
195, CIVILIZATION_NAN_MADOL, 1, 7, 51, 26, 3, 0, 0, 0, 13, 6, 50, 35, 6, 12, 16, 0, 14, 12, 13, 23, 1, 6, 8, 10
195, CIVILIZATION_PRESLAV, 1, 15, 51, 34, 9, 7, 0, 0, 17, 12, 64, 97, 8, 5, 8, 0, 4, 49, 17, 15, 0, 15, 0, 12
195, CIVILIZATION_LA_VENTA, 1, 13, 49, 32, 4, 1, 0, 0, 13, 9, 508, 2003, 10, 6, 9, 13, 8, 36, 13, 32, 2, 13, 0, 6
195, CIVILIZATION_JAKARTA, 1, 15, 46, 26, 8, 0, 0, 0, 13, 10, 471, 40, 11, 6, 25, 0, 6, 42, 13, 23, 1, 16, 0, 0
195, CIVILIZATION_VALLETTA, 1, 15, 50, 35, 3, 3, 0, 0, 15, 12, 562, 107, 9, 6, 13, 0, 2, 54, 15, 16, 1, 16, 14, 6
195, CIVILIZATION_AMSTERDAM, 1, 13, 49, 31, 4, 1, 0, 1, 13, 9, 2315, 125, 10, 6, 45, 1, 4, 39, 13, 20, 2, 13, 15, 6
195, CIVILIZATION_VILNIUS, 1, 9, 50, 32, 3, 2, 0, 0, 14, 10, 689, 18, 7, 8, 22, 0, 10, 22, 14, 19, 1, 8, 8, 6
195, CIVILIZATION_HATTUSA, 1, 11, 49, 33, 2, 0, 0, 2, 12, 8, 487, 294, 15, 7, 32, 1, 5, 26, 12, 17, 2, 11, 17, 24
196, CIVILIZATION_KONGO, 13, 106, 39, 40, 9, 1, 0, 2, 244, 28, 573, 340, 137, 365, 493, 16, 187, 285, 244, 113, 29, 106, 238, 268
196, CIVILIZATION_SUMERIA, 11, 113, 66, 51, 13, 3, 3, 0, 247, 116, 2485, 717, 237, 315, 795, 49, 687, 345, 247, 374, 32, 112, 47, 302
196, CIVILIZATION_NORWAY, 10, 116, 49, 36, 4, 0, 0, 0, 195, 62, 334, 136, 125, 73, 474, 28, 442, 330, 195, 213, 37, 115, 27, 194
196, CIVILIZATION_ENGLAND, 11, 131, 56, 34, 18, 10, 2, 3, 220, 93, 897, 49, 228, 91, 1018, 21, 699, 477, 220, 376, 44, 130, 104, 256
196, CIVILIZATION_FRANCE, 10, 111, 51, 51, 24, 6, 9, 13, 285, 93, 2944, 655, 130, 388, 1345, 201, 575, 367, 285, 386, 39, 110, 73, 492
196, CIVILIZATION_BRAZIL, 14, 129, 51, 48, 18, 4, 2, 11, 284, 79, 3070, 561, 135, 259, 993, 126, 588, 344, 284, 328, 45, 128, 44, 308
196, CIVILIZATION_ARABIA, 9, 95, 44, 34, 40, 26, 4, 9, 186, 78, 6483, 537, 140, 97, 1230, 137, 474, 291, 186, 439, 31, 94, 48, 198
196, CIVILIZATION_ZANZIBAR, 1, 12, 51, 32, 3, 1, 0, 1, 13, 10, 2680, 88, 10, 6, 59, 0, 14, 28, 13, 33, 2, 11, 18, 16
196, CIVILIZATION_BUENOS_AIRES, 1, 10, 49, 31, 6, 0, 0, 1, 10, 8, 131, 48, 11, 5, 20, 0, 4, 27, 10, 15, 1, 10, 0, 6
196, CIVILIZATION_NAN_MADOL, 1, 7, 51, 26, 3, 0, 0, 0, 13, 6, 49, 35, 6, 12, 16, 0, 14, 12, 13, 23, 1, 6, 8, 10
196, CIVILIZATION_PRESLAV, 1, 15, 51, 34, 8, 6, 0, 0, 17, 12, 56, 97, 8, 5, 8, 0, 4, 49, 17, 15, 0, 15, 0, 12
196, CIVILIZATION_LA_VENTA, 1, 13, 50, 32, 4, 1, 0, 0, 13, 9, 249, 2018, 10, 6, 22, 15, 8, 37, 13, 34, 2, 13, 16, 6
196, CIVILIZATION_JAKARTA, 1, 15, 47, 26, 8, 0, 0, 0, 13, 10, 474, 40, 11, 6, 25, 0, 6, 42, 13, 23, 1, 16, 0, 0
196, CIVILIZATION_VALLETTA, 1, 15, 50, 35, 3, 3, 0, 0, 15, 12, 569, 107, 9, 6, 13, 0, 2, 54, 15, 16, 1, 16, 14, 6
196, CIVILIZATION_AMSTERDAM, 1, 13, 49, 31, 4, 1, 0, 1, 13, 9, 2337, 127, 10, 6, 45, 1, 4, 39, 13, 20, 2, 13, 15, 6
196, CIVILIZATION_VILNIUS, 1, 9, 50, 32, 3, 2, 0, 0, 14, 10, 700, 18, 7, 8, 22, 0, 10, 22, 14, 19, 1, 8, 8, 6
196, CIVILIZATION_HATTUSA, 1, 11, 49, 33, 2, 0, 0, 2, 12, 8, 500, 296, 15, 7, 32, 1, 5, 26, 12, 17, 2, 11, 17, 24
197, CIVILIZATION_KONGO, 13, 107, 39, 40, 9, 1, 0, 2, 245, 31, 320, 356, 138, 367, 503, 16, 194, 286, 245, 115, 30, 107, 238, 260
197, CIVILIZATION_SUMERIA, 11, 113, 66, 51, 13, 3, 3, 0, 247, 115, 2301, 761, 234, 319, 799, 44, 708, 337, 247, 370, 32, 112, 47, 318
197, CIVILIZATION_NORWAY, 10, 116, 49, 36, 3, 0, 0, 0, 196, 62, 643, 164, 124, 72, 474, 28, 441, 330, 196, 213, 37, 115, 27, 194
197, CIVILIZATION_ENGLAND, 11, 133, 56, 34, 18, 10, 2, 3, 221, 93, 1423, 71, 228, 91, 1020, 21, 694, 476, 221, 376, 44, 132, 96, 256
197, CIVILIZATION_FRANCE, 10, 112, 51, 51, 24, 6, 9, 13, 287, 94, 1480, 858, 131, 382, 1391, 202, 582, 373, 287, 392, 39, 111, 80, 482
197, CIVILIZATION_BRAZIL, 14, 130, 52, 48, 17, 5, 2, 11, 284, 79, 2621, 413, 136, 259, 995, 126, 586, 341, 284, 328, 45, 129, 36, 308
197, CIVILIZATION_ARABIA, 9, 95, 44, 34, 41, 26, 4, 8, 187, 78, 5775, 525, 140, 91, 1234, 137, 463, 290, 187, 441, 31, 94, 41, 198
197, CIVILIZATION_ZANZIBAR, 1, 12, 51, 32, 3, 1, 0, 1, 13, 10, 2720, 89, 10, 6, 59, 0, 14, 28, 13, 33, 2, 11, 18, 16
197, CIVILIZATION_BUENOS_AIRES, 1, 10, 49, 31, 6, 0, 0, 1, 10, 8, 125, 48, 11, 5, 20, 0, 4, 27, 10, 15, 1, 10, 0, 6
197, CIVILIZATION_NAN_MADOL, 1, 7, 51, 26, 3, 0, 0, 0, 13, 6, 48, 35, 6, 12, 16, 0, 14, 12, 13, 23, 1, 6, 8, 10
197, CIVILIZATION_PRESLAV, 1, 15, 51, 34, 6, 4, 0, 0, 17, 12, 155, 97, 8, 5, 14, 0, 4, 49, 17, 15, 0, 15, 12, 12
197, CIVILIZATION_LA_VENTA, 1, 13, 51, 32, 4, 1, 0, 0, 13, 9, 262, 2033, 11, 6, 24, 15, 8, 31, 13, 28, 2, 12, 16, 6
197, CIVILIZATION_JAKARTA, 1, 15, 48, 26, 8, 0, 0, 0, 13, 10, 478, 40, 11, 6, 25, 0, 6, 42, 13, 23, 1, 16, 0, 0
197, CIVILIZATION_VALLETTA, 1, 15, 50, 35, 3, 3, 0, 0, 15, 12, 576, 107, 9, 6, 13, 0, 2, 54, 15, 16, 1, 16, 14, 6
197, CIVILIZATION_AMSTERDAM, 1, 14, 49, 31, 4, 1, 0, 1, 13, 9, 2370, 129, 11, 6, 45, 1, 4, 39, 13, 20, 2, 14, 15, 6
197, CIVILIZATION_VILNIUS, 1, 9, 50, 32, 3, 2, 0, 0, 14, 10, 710, 18, 7, 8, 22, 0, 10, 22, 14, 19, 1, 8, 8, 6
197, CIVILIZATION_HATTUSA, 1, 11, 49, 33, 2, 0, 0, 2, 12, 8, 515, 298, 16, 7, 35, 1, 5, 29, 12, 19, 2, 10, 17, 24
198, CIVILIZATION_KONGO, 13, 107, 39, 40, 9, 1, 0, 2, 249, 32, 438, 372, 138, 373, 506, 16, 195, 288, 249, 115, 30, 107, 238, 276
198, CIVILIZATION_SUMERIA, 11, 113, 67, 51, 13, 3, 3, 0, 247, 115, 901, 805, 240, 322, 795, 44, 697, 338, 247, 371, 32, 112, 47, 318
198, CIVILIZATION_NORWAY, 10, 117, 49, 36, 4, 0, 0, 0, 197, 62, 491, 118, 125, 75, 474, 28, 416, 332, 197, 215, 37, 116, 27, 194
198, CIVILIZATION_ENGLAND, 11, 135, 57, 34, 19, 10, 3, 3, 222, 94, 1163, 93, 230, 92, 1034, 21, 712, 482, 222, 377, 44, 134, 110, 256
198, CIVILIZATION_FRANCE, 10, 112, 51, 51, 23, 5, 10, 13, 287, 94, 1223, 1061, 131, 388, 1418, 203, 595, 375, 287, 404, 39, 111, 80, 482
198, CIVILIZATION_BRAZIL, 14, 130, 52, 48, 17, 4, 3, 11, 285, 79, 3086, 540, 139, 259, 1071, 126, 581, 343, 285, 330, 47, 129, 36, 308
198, CIVILIZATION_ARABIA, 9, 95, 44, 34, 43, 26, 4, 9, 188, 80, 5387, 507, 140, 97, 1236, 150, 474, 289, 188, 443, 32, 94, 50, 208
198, CIVILIZATION_ZANZIBAR, 1, 12, 51, 32, 3, 1, 0, 1, 13, 10, 2759, 90, 10, 6, 59, 0, 14, 28, 13, 33, 2, 11, 18, 16
198, CIVILIZATION_BUENOS_AIRES, 1, 10, 49, 31, 6, 0, 0, 1, 10, 8, 120, 48, 11, 5, 20, 0, 4, 27, 10, 15, 1, 10, 0, 6
198, CIVILIZATION_NAN_MADOL, 1, 7, 51, 26, 3, 0, 0, 0, 13, 6, 47, 35, 6, 12, 16, 0, 14, 12, 13, 23, 1, 6, 8, 10
198, CIVILIZATION_PRESLAV, 1, 15, 51, 34, 5, 3, 0, 0, 17, 12, 160, 98, 8, 5, 14, 0, 4, 49, 17, 15, 0, 15, 12, 12
198, CIVILIZATION_LA_VENTA, 1, 13, 51, 32, 4, 1, 0, 0, 13, 9, 274, 2048, 11, 6, 24, 15, 8, 31, 13, 28, 2, 12, 16, 6
198, CIVILIZATION_JAKARTA, 1, 15, 49, 26, 8, 0, 0, 0, 13, 10, 481, 40, 11, 6, 25, 0, 6, 42, 13, 23, 1, 16, 0, 0
198, CIVILIZATION_VALLETTA, 1, 15, 50, 35, 3, 3, 0, 0, 15, 12, 584, 107, 9, 6, 13, 0, 2, 54, 15, 16, 1, 16, 14, 6
198, CIVILIZATION_AMSTERDAM, 1, 14, 49, 31, 4, 1, 0, 2, 13, 9, 1118, 131, 11, 6, 45, 1, 4, 39, 13, 20, 2, 14, 15, 6
198, CIVILIZATION_VILNIUS, 1, 9, 50, 32, 3, 2, 0, 0, 14, 10, 581, 18, 7, 8, 22, 0, 10, 22, 14, 19, 1, 8, 8, 6
198, CIVILIZATION_HATTUSA, 1, 11, 49, 33, 2, 0, 0, 2, 12, 8, 530, 300, 16, 7, 35, 1, 5, 29, 12, 19, 2, 10, 17, 24
199, CIVILIZATION_KONGO, 13, 107, 40, 40, 9, 1, 0, 2, 249, 34, 748, 388, 138, 373, 506, 16, 201, 288, 249, 115, 30, 107, 238, 280
199, CIVILIZATION_SUMERIA, 11, 114, 67, 51, 13, 3, 3, 0, 248, 114, 1101, 855, 235, 318, 807, 49, 708, 331, 248, 377, 32, 113, 42, 314
199, CIVILIZATION_NORWAY, 10, 117, 49, 37, 4, 0, 0, 0, 199, 62, 792, 146, 125, 75, 501, 28, 429, 332, 199, 215, 37, 116, 27, 194
199, CIVILIZATION_ENGLAND, 11, 137, 57, 35, 21, 10, 4, 3, 223, 94, 1904, 115, 231, 97, 1042, 21, 722, 484, 223, 377, 44, 136, 110, 256
199, CIVILIZATION_FRANCE, 10, 112, 52, 51, 23, 5, 10, 13, 288, 94, 1555, 1264, 132, 379, 1457, 203, 596, 376, 288, 404, 39, 111, 81, 474
199, CIVILIZATION_BRAZIL, 14, 131, 52, 48, 16, 4, 3, 11, 286, 79, 1740, 383, 141, 249, 957, 127, 584, 345, 286, 330, 47, 130, 36, 292
199, CIVILIZATION_ARABIA, 9, 95, 44, 34, 44, 26, 4, 11, 188, 79, 3073, 488, 139, 91, 1239, 140, 467, 283, 188, 443, 32, 94, 45, 214
199, CIVILIZATION_ZANZIBAR, 1, 12, 51, 32, 3, 1, 0, 1, 13, 10, 2799, 91, 10, 6, 59, 0, 14, 28, 13, 33, 2, 11, 18, 16
199, CIVILIZATION_BUENOS_AIRES, 1, 10, 49, 31, 6, 0, 0, 1, 10, 8, 114, 48, 11, 5, 20, 0, 4, 27, 10, 15, 1, 10, 0, 6
199, CIVILIZATION_NAN_MADOL, 1, 7, 51, 26, 3, 0, 0, 0, 13, 6, 46, 35, 6, 12, 16, 0, 14, 12, 13, 23, 1, 6, 8, 10
199, CIVILIZATION_PRESLAV, 1, 15, 51, 34, 4, 2, 0, 0, 17, 12, 6, 99, 8, 5, 14, 0, 4, 49, 17, 15, 0, 15, 12, 12
199, CIVILIZATION_LA_VENTA, 1, 13, 51, 32, 4, 1, 0, 0, 13, 9, 286, 2064, 11, 6, 24, 15, 8, 31, 13, 28, 2, 12, 16, 6
